"No.","Info","Time","Source","Destination","Protocol","Length"
"375085","Standard query response 0x5c36 HTTPS dns.google SOA ns1.zdns.google","145.030981","9.9.9.9","10.10.10.129","DNS","146"
"376146","Standard query 0x4066 HTTPS southcentralus1-0.pushnp.svc.ms","145.695166","10.10.10.9","9.9.9.9","DNS","103"
"376148","Standard query 0x9d1b A southcentralus1-0.pushnp.svc.ms","145.695166","10.10.10.9","9.9.9.9","DNS","103"
"376152","Standard query 0xaac6 A browser.events.data.microsoft.com","145.695916","10.10.10.9","9.9.9.9","DNS","105"
"376154","Standard query 0x38a9 HTTPS browser.events.data.microsoft.com","145.695916","10.10.10.9","9.9.9.9","DNS","105"
"376156","Standard query 0x2a66 HTTPS southcentralus1-0.pushnp.svc.ms","145.695916","10.10.10.9","8.8.8.8","DNS","103"
"376160","Standard query 0x1faa A browser.events.data.microsoft.com","145.699839","10.10.10.9","8.8.8.8","DNS","105"
"376163","Standard query 0xed70 A southcentralus1-0.pushnp.svc.ms","145.699839","10.10.10.9","8.8.8.8","DNS","103"
"376167","Standard query 0x7f66 A southcentralus1-0.pushnp.svc.ms","145.699839","10.10.10.9","8.8.8.8","DNS","103"
"376169","Standard query 0x9c4d HTTPS browser.events.data.microsoft.com","145.699839","10.10.10.9","8.8.8.8","DNS","105"
"376180","Standard query response 0x38a9 HTTPS browser.events.data.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdwus23.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com","145.707480","9.9.9.9","10.10.10.9","DNS","272"
"376181","Standard query response 0x9d1b A southcentralus1-0.pushnp.svc.ms CNAME southcentralus1-0-pushnp.trafficmanager.net A 52.111.239.33","145.707480","9.9.9.9","10.10.10.9","DNS","178"
"376182","Standard query response 0xaac6 A browser.events.data.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdwus23.westus.cloudapp.azure.com A 20.189.173.24","145.707480","9.9.9.9","10.10.10.9","DNS","228"
"376185","Standard query response 0x1faa A browser.events.data.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdeus08.eastus.cloudapp.azure.com A 20.42.65.88","145.710763","8.8.8.8","10.10.10.9","DNS","228"
"376190","Standard query response 0xed70 A southcentralus1-0.pushnp.svc.ms CNAME southcentralus1-0-pushnp.trafficmanager.net A 52.111.239.33","145.711836","8.8.8.8","10.10.10.9","DNS","178"
"376191","Standard query response 0x9c4d HTTPS browser.events.data.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdeus01.eastus.cloudapp.azure.com SOA ns1-201.azure-dns.com","145.711836","8.8.8.8","10.10.10.9","DNS","273"
"376194","Standard query response 0x7f66 A southcentralus1-0.pushnp.svc.ms CNAME southcentralus1-0-pushnp.trafficmanager.net A 52.111.239.33","145.713047","8.8.8.8","10.10.10.9","DNS","178"
"376218","Standard query response 0x2a66 HTTPS southcentralus1-0.pushnp.svc.ms CNAME southcentralus1-0-pushnp.trafficmanager.net SOA tm1.dns-tm.com","145.731466","8.8.8.8","10.10.10.9","DNS","223"
"376225","Standard query response 0x4066 HTTPS southcentralus1-0.pushnp.svc.ms CNAME southcentralus1-0-pushnp.trafficmanager.net SOA tm1.dns-tm.com","145.739486","9.9.9.9","10.10.10.9","DNS","223"
"376658","Standard query 0x53a1 A soinintel-my.sharepoint.com","146.050308","10.10.10.9","9.9.9.9","DNS","99"
"376660","Standard query 0xca28 HTTPS soinintel-my.sharepoint.com","146.050308","10.10.10.9","9.9.9.9","DNS","99"
"376748","Standard query 0xabda A pus3-collabhubrtc.officeapps.live.com","146.076804","10.10.10.9","9.9.9.9","DNS","109"
"376751","Standard query 0x20ab HTTPS pus3-collabhubrtc.officeapps.live.com","146.076804","10.10.10.9","9.9.9.9","DNS","109"
"376756","Standard query response 0xabda A pus3-collabhubrtc.officeapps.live.com CNAME pus3-vipcollabrtc.officeapps.live.com A 52.108.0.40","146.088401","9.9.9.9","10.10.10.9","DNS","159"
"376975","Standard query response 0x53a1 A soinintel-my.sharepoint.com CNAME soinintel.sharepoint.com CNAME 4708-ipv4v6e.clump.dprodmgd105.aa-rt.sharepoint.com CNAME 191780-ipv4v6e.farm.dprodmgd105.aa-rt.sharepoint.com CNAME 191780-ipv4v6e.farm.dprodmgd105.sharepointonline.com.akadns.net CNAME 191780-ipv4v6.farm.dprodmgd105.aa-rt.sharepoint.com.dual-spo-0005.spo-msedge.net CNAME dual-spo-0005.spo-msedge.net A 13.107.138.10 A 13.107.136.10","146.199133","9.9.9.9","10.10.10.9","DNS","424"
"376978","Standard query response 0xca28 HTTPS soinintel-my.sharepoint.com CNAME soinintel.sharepoint.com CNAME 4708-ipv4v6e.clump.dprodmgd105.aa-rt.sharepoint.com CNAME 191780-ipv4v6e.farm.dprodmgd105.aa-rt.sharepoint.com CNAME 191780-ipv4v6e.farm.dprodmgd105.sharepointonline.com.akadns.net CNAME 191780-ipv4v6.farm.dprodmgd105.aa-rt.sharepoint.com.dual-spo-0005.spo-msedge.net SOA ns1.spo-msedge.net","146.205585","9.9.9.9","10.10.10.9","DNS","435"
"378614","Standard query 0xf571 A browser.events.data.microsoft.com","147.263879","10.10.10.9","9.9.9.9","DNS","105"
"378616","Standard query 0xdfd9 HTTPS browser.events.data.microsoft.com","147.263879","10.10.10.9","9.9.9.9","DNS","105"
"378630","Standard query response 0xdfd9 HTTPS browser.events.data.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdwus23.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com","147.275839","9.9.9.9","10.10.10.9","DNS","272"
"378631","Standard query response 0xf571 A browser.events.data.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdwus23.westus.cloudapp.azure.com A 20.189.173.24","147.275839","9.9.9.9","10.10.10.9","DNS","228"
"379257","Standard query 0x2716 A dns.google","147.587994","10.10.10.82","8.8.8.8","DNS","70"
"379258","Standard query 0x05dd HTTPS dns.google","147.587994","10.10.10.82","8.8.8.8","DNS","70"
"379293","Standard query response 0x05dd HTTPS dns.google SOA ns1.zdns.google","147.601067","8.8.8.8","10.10.10.82","DNS","146"
"379294","Standard query response 0x2716 A dns.google A 8.8.4.4 A 8.8.8.8","147.604419","8.8.8.8","10.10.10.82","DNS","102"
"382079","Standard query 0x68ec A mobile.events.data.microsoft.com","149.069374","10.10.10.9","9.9.9.9","DNS","104"
"382088","Standard query 0xc2df HTTPS mobile.events.data.microsoft.com","149.070483","10.10.10.9","9.9.9.9","DNS","104"
"382093","Standard query response 0x68ec A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdgwc01.germanywestcentral.cloudapp.azure.com A 51.116.253.168","149.081608","9.9.9.9","10.10.10.9","DNS","238"
"382094","Standard query response 0xc2df HTTPS mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus16.eastus.cloudapp.azure.com SOA ns1-201.azure-dns.com","149.081608","9.9.9.9","10.10.10.9","DNS","271"
"383191","Standard query 0xf5dc A p13n.adobe.io","149.678323","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"383192","Destination Unreachable (Beyond scope of source address)","149.678323","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"384549","Standard query 0x8ec2 A dns.google","152.200504","10.10.10.118","9.9.9.9","DNS","70"
"384550","Standard query 0x443f HTTPS dns.google","152.200504","10.10.10.118","9.9.9.9","DNS","70"
"384551","Standard query response 0x8ec2 A dns.google A 8.8.4.4 A 8.8.8.8","152.211848","9.9.9.9","10.10.10.118","DNS","102"
"384552","Standard query response 0x443f HTTPS dns.google SOA ns1.zdns.google","152.211848","9.9.9.9","10.10.10.118","DNS","146"
"385307","Standard query 0x90d1 HTTPS southcentralus-pb02.augloop.office.com","152.949019","10.10.10.9","9.9.9.9","DNS","110"
"385313","Standard query response 0xb51b A southcentralus-pb02.augloop.office.com CNAME augloop-prod-pb02.southcentralus.cloudapp.azure.com A 52.111.239.35","152.960401","9.9.9.9","10.10.10.9","DNS","190"
"385443","Standard query response 0x90d1 HTTPS southcentralus-pb02.augloop.office.com CNAME augloop-prod-pb02.southcentralus.cloudapp.azure.com SOA ns1-01.azure-dns.com","152.998324","9.9.9.9","10.10.10.9","DNS","244"
"387774","Standard query 0xf5dc A p13n.adobe.io","154.735322","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"387775","Destination Unreachable (Beyond scope of source address)","154.735322","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"388128","Standard query 0xf6a6 A smartscreen.microsoft.com","155.044561","10.10.10.118","9.9.9.9","DNS","85"
"388133","Standard query response 0xf6a6 A smartscreen.microsoft.com CNAME wd-prod-ss.trafficmanager.net CNAME wd-prod-ss-us-west-1-fe.westus.cloudapp.azure.com A 168.61.21.91","155.086661","9.9.9.9","10.10.10.118","DNS","204"
"395138","Standard query 0xf431 A wns2-bn3p.wns.windows.com","158.830445","10.10.10.32","9.9.9.9","DNS","85"
"395139","Standard query response 0xf431 A wns2-bn3p.wns.windows.com CNAME wns2-bn3p.wns.notify.trafficmanager.net A 20.10.31.115","158.842105","9.9.9.9","10.10.10.32","DNS","154"
"395854","Standard query 0xef30 A dns.quad9.net","159.318527","10.10.10.55","9.9.9.9","DNS","73"
"395860","Standard query response 0xef30 A dns.quad9.net A 149.112.112.112 A 9.9.9.9","159.330186","9.9.9.9","10.10.10.55","DNS","105"
"397938","Standard query 0xc84c A d.dropbox.com","160.728009","10.10.10.10","9.9.9.9","DNS","73"
"398007","Standard query response 0xc84c A d.dropbox.com CNAME d.v.dropbox.com CNAME d-edge.v.dropbox.com A 162.125.8.20","160.740291","9.9.9.9","10.10.10.10","DNS","128"
"405754","Standard query 0xe69e AAAA self.adblockultimate.net","164.709366","10.10.10.129","9.9.9.9","DNS","84"
"405758","Standard query response 0xe69e AAAA self.adblockultimate.net SOA ns-65.awsdns-08.com","164.721364","9.9.9.9","10.10.10.129","DNS","164"
"405837","Standard query 0xf5dc A p13n.adobe.io","164.825095","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"405838","Destination Unreachable (Beyond scope of source address)","164.825095","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"414659","Standard query 0x737b A wns2-bn3p.wns.windows.com","170.987526","10.10.10.129","9.9.9.9","DNS","85"
"414726","Standard query response 0x737b A wns2-bn3p.wns.windows.com CNAME wns2-bn3p.wns.notify.trafficmanager.net A 20.10.31.115","170.998635","9.9.9.9","10.10.10.129","DNS","154"
"415679","Standard query 0xa295 A api.onedrive.com","171.618172","10.10.10.129","9.9.9.9","DNS","76"
"415685","Standard query response 0xa295 A api.onedrive.com CNAME common-afdrk.fe.1drv.com CNAME odc-commonafdrk-geo.onedrive.akadns.net CNAME odc-commonafdrk-brs.onedrive.akadns.net CNAME common.be.1drv.com.l-0003.dc-msedge.net.l-0003.l-msedge.net CNAME l-0003.l-msedge.net A 13.107.42.12","171.629652","9.9.9.9","10.10.10.129","DNS","298"
"416542","Standard query 0x4057 A dns.google","172.176843","10.10.10.10","9.9.9.9","DNS","70"
"416573","Standard query response 0x4057 A dns.google A 8.8.4.4 A 8.8.8.8","172.188218","9.9.9.9","10.10.10.10","DNS","102"
"417492","Standard query 0xeb51 A www.google.com","172.741955","10.10.10.42","9.9.9.9","DNS","74"
"417495","Standard query 0x4b3d A www.google.com","172.744757","10.10.10.42","8.8.8.8","DNS","74"
"417496","Standard query 0xa831 A www.google.com","172.748476","10.10.10.42","1.1.1.1","DNS","74"
"417499","Standard query response 0xeb51 A www.google.com A 172.217.4.164","172.753986","9.9.9.9","10.10.10.42","DNS","90"
"417502","Standard query response 0x4b3d A www.google.com A 192.178.57.4","172.756185","8.8.8.8","10.10.10.42","DNS","90"
"417683","Standard query response 0xa831 A www.google.com A 142.250.188.228","172.829287","1.1.1.1","10.10.10.42","DNS","90"
"418155","Standard query 0xec16 A common.online.office.com","173.166939","10.10.10.9","9.9.9.9","DNS","96"
"418158","Standard query 0xe331 HTTPS common.online.office.com","173.166939","10.10.10.9","9.9.9.9","DNS","96"
"418196","Standard query response 0xe331 HTTPS common.online.office.com CNAME common.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net SOA ns1.wac-msedge.net","173.177928","9.9.9.9","10.10.10.9","DNS","249"
"418197","Standard query response 0xec16 A common.online.office.com CNAME common.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net A 52.108.9.12 A 52.108.8.12","173.177928","9.9.9.9","10.10.10.9","DNS","238"
"420164","Standard query 0x5baf A dns.google","174.286703","10.10.10.166","9.9.9.9","DNS","70"
"420165","Standard query 0xca8e HTTPS dns.google","174.286703","10.10.10.166","9.9.9.9","DNS","70"
"420178","Standard query response 0x5baf A dns.google A 8.8.4.4 A 8.8.8.8","174.298993","9.9.9.9","10.10.10.166","DNS","102"
"420179","Standard query response 0xca8e HTTPS dns.google SOA ns1.zdns.google","174.298993","9.9.9.9","10.10.10.166","DNS","146"
"420185","Standard query 0xac2a A mobile.events.data.microsoft.com","174.306212","10.10.10.37","8.8.8.8","DNS","92"
"420214","Standard query response 0xac2a A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdeus08.eastus.cloudapp.azure.com A 20.42.65.88","174.318109","8.8.8.8","10.10.10.37","DNS","212"
"421524","Standard query 0x1656 HTTPS owl.officeapps.live.com","175.027156","10.10.10.9","9.9.9.9","DNS","95"
"421525","Standard query 0xbfe9 A owl.officeapps.live.com","175.027156","10.10.10.9","9.9.9.9","DNS","95"
"421561","Standard query response 0x1656 HTTPS owl.officeapps.live.com CNAME owl.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net SOA ns1.wac-msedge.net","175.040900","9.9.9.9","10.10.10.9","DNS","245"
"421563","Standard query response 0xbfe9 A owl.officeapps.live.com CNAME owl.wac.trafficmanager.net.wac-0003.wac-dc-msedge.net.wac-0003.wac-msedge.net CNAME wac-0003.wac-msedge.net A 52.108.9.12 A 52.108.8.12","175.040900","9.9.9.9","10.10.10.9","DNS","234"
"425920","Standard query 0x21d2 A catalog.gamepass.com","177.447818","10.10.10.129","9.9.9.9","DNS","80"
"425976","Standard query response 0x21d2 A catalog.gamepass.com CNAME catalog.gamepass.com.edgesuite.net CNAME a1992.dscd.akamai.net A 23.34.247.89 A 23.34.247.82","177.459499","9.9.9.9","10.10.10.129","DNS","192"
