"No.","Info","Time","Source","Destination","Protocol","Length"
"334367","Standard query response 0x3388 A browser.pipe.aria.microsoft.com CNAME browser.events.data.trafficmanager.net CNAME onedscolprdwus06.westus.cloudapp.azure.com A 20.189.173.7","349.501971","9.9.9.9","10.10.10.124","DNS","212"
"334388","Standard query 0xadd2 A LAPTOP-CAME.sisad.local","349.541509","10.10.10.9","9.9.9.9","DNS","83"
"334431","Standard query response 0xadd2 No such name A LAPTOP-CAME.sisad.local SOA a.root-servers.net","349.554375","9.9.9.9","10.10.10.9","DNS","158"
"334706","Standard query 0x2b58 PTR 15.10.10.10.in-addr.arpa","349.584794","10.10.10.9","9.9.9.9","DNS","84"
"334782","Standard query response 0x2b58 No such name PTR 15.10.10.10.in-addr.arpa SOA localhost","349.596550","9.9.9.9","10.10.10.9","DNS","143"
"334789","Standard query 0x8d08 PTR 77.10.10.10.in-addr.arpa","349.616642","10.10.10.9","9.9.9.9","DNS","84"
"334800","Standard query response 0x8d08 No such name PTR 77.10.10.10.in-addr.arpa SOA prisoner.iana.org","349.627375","9.9.9.9","10.10.10.9","DNS","161"
"334858","Standard query 0x1541 A dns.google","349.734046","10.10.10.37","9.9.9.9","DNS","70"
"334859","Standard query 0xdd45 HTTPS dns.google","349.734046","10.10.10.37","9.9.9.9","DNS","70"
"334872","Standard query response 0xdd45 HTTPS dns.google SOA ns1.zdns.google","349.745976","9.9.9.9","10.10.10.37","DNS","146"
"334873","Standard query response 0x1541 A dns.google A 8.8.8.8 A 8.8.4.4","349.745976","9.9.9.9","10.10.10.37","DNS","102"
"335255","Standard query 0x57b7 SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local","349.946718","10.10.10.124","9.9.9.9","DNS","123"
"335256","Standard query response 0x57b7 No such name SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local SOA a.root-servers.net","349.958228","9.9.9.9","10.10.10.124","DNS","198"
"335257","Standard query 0x158d SRV _ldap._tcp.dc._msdcs.sisad.local","349.959785","10.10.10.124","9.9.9.9","DNS","92"
"335276","Standard query response 0x158d No such name SRV _ldap._tcp.dc._msdcs.sisad.local SOA a.root-servers.net","349.970916","9.9.9.9","10.10.10.124","DNS","167"
"335277","Standard query 0x53c6 SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local","349.972352","10.10.10.124","9.9.9.9","DNS","134"
"335280","Standard query 0x9e0a A th.bing.com","349.976256","10.10.10.124","9.9.9.9","DNS","71"
"335281","Standard query 0x5c3e HTTPS th.bing.com","349.976256","10.10.10.124","9.9.9.9","DNS","71"
"335295","Standard query response 0x53c6 No such name SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local SOA a.root-servers.net","349.982589","9.9.9.9","10.10.10.124","DNS","209"
"335298","Standard query 0x0fcf A img-s-msn-com.akamaized.net","349.984821","10.10.10.124","9.9.9.9","DNS","87"
"335299","Standard query 0x3463 HTTPS img-s-msn-com.akamaized.net","349.985963","10.10.10.124","9.9.9.9","DNS","87"
"335304","Standard query response 0x9e0a A th.bing.com CNAME p-th.bing.com.trafficmanager.net CNAME th.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 23.213.179.76 A 23.213.179.71","349.987261","9.9.9.9","10.10.10.124","DNS","220"
"335305","Standard query 0xe761 A www.bing.com","349.987261","10.10.10.124","9.9.9.9","DNS","72"
"335306","Standard query 0x4f67 HTTPS www.bing.com","349.987261","10.10.10.124","9.9.9.9","DNS","72"
"335307","Standard query response 0x5c3e HTTPS th.bing.com CNAME p-th.bing.com.trafficmanager.net CNAME th.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net","349.987261","9.9.9.9","10.10.10.124","DNS","249"
"335311","Standard query response 0x0fcf A img-s-msn-com.akamaized.net CNAME a1834.dscg2.akamai.net A 23.64.121.41 A 23.64.121.42","349.997542","9.9.9.9","10.10.10.124","DNS","152"
"335312","Standard query response 0x3463 HTTPS img-s-msn-com.akamaized.net CNAME a1834.dscg2.akamai.net SOA n0dscg2.akamai.net","349.997542","9.9.9.9","10.10.10.124","DNS","185"
"335322","Standard query response 0x4f67 HTTPS www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net SOA n0dscx.akamaiedge.net","349.998398","9.9.9.9","10.10.10.124","DNS","254"
"335323","Standard query response 0xe761 A www.bing.com CNAME www-www.bing.com.trafficmanager.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 23.213.179.76 A 23.213.179.71","349.998398","9.9.9.9","10.10.10.124","DNS","225"
"335636","Standard query 0xf582 A secure.eicar.org","350.150635","10.10.10.118","9.9.9.9","DNS","76"
"335644","Standard query response 0xf582 A secure.eicar.org A 89.238.73.97","350.161387","9.9.9.9","10.10.10.118","DNS","92"
"336475","Standard query 0x6be1 A activity.windows.com","350.484062","10.10.10.124","9.9.9.9","DNS","80"
"336486","Standard query response 0x6be1 A activity.windows.com CNAME activity-consumer.trafficmanager.net A 13.68.233.9","350.494266","9.9.9.9","10.10.10.124","DNS","146"
"336827","Standard query 0x64b1 SRV _kerberos._tcp.Default-First-Site-Name._sites.dc._msdcs.SISAD.LOCAL","350.663987","10.10.10.9","9.9.9.9","DNS","127"
"336836","Standard query response 0x64b1 No such name SRV _kerberos._tcp.Default-First-Site-Name._sites.dc._msdcs.SISAD.LOCAL SOA a.root-servers.net","350.675485","9.9.9.9","10.10.10.9","DNS","202"
"336838","Standard query 0x1e1c SRV _kerberos._tcp.dc._msdcs.SISAD.LOCAL","350.678505","10.10.10.9","9.9.9.9","DNS","96"
"336839","Standard query response 0x1e1c No such name SRV _kerberos._tcp.dc._msdcs.SISAD.LOCAL SOA a.root-servers.net","350.690268","9.9.9.9","10.10.10.9","DNS","171"
"336896","Standard query 0x3ff7 AAAA self.adblockultimate.net","350.737995","10.10.10.129","9.9.9.9","DNS","84"
"336905","Standard query response 0x3ff7 AAAA self.adblockultimate.net SOA ns-65.awsdns-08.com","350.749710","9.9.9.9","10.10.10.129","DNS","164"
"337203","Standard query 0x6ea6 A graph.microsoft.com","350.907357","10.10.10.124","9.9.9.9","DNS","79"
"337207","Standard query 0x3b7c HTTPS graph.microsoft.com","350.907357","10.10.10.124","9.9.9.9","DNS","79"
"337212","Standard query response 0x6ea6 A graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.akadns.net A 40.126.29.96 A 20.190.157.97 A 20.190.157.98 A 20.190.157.96 A 20.190.157.30 A 20.190.157.160","350.919005","9.9.9.9","10.10.10.124","DNS","255"
"337213","Standard query response 0x3b7c HTTPS graph.microsoft.com CNAME ags.privatelink.msidentity.com CNAME www.tm.prd.ags.akadns.net SOA internal.akadns.net","350.919005","9.9.9.9","10.10.10.124","DNS","222"
"337291","Standard query 0xf0aa A enterprise.activity.windows.com","350.958738","10.10.10.124","9.9.9.9","DNS","91"
"337412","Standard query response 0xf0aa A enterprise.activity.windows.com CNAME enterprise-activity-geo.trafficmanager.net A 40.83.151.200","350.971256","9.9.9.9","10.10.10.124","DNS","163"
"337487","Standard query 0xf0aa A enterprise.activity.windows.com","351.000998","10.10.10.124","8.8.8.8","DNS","91"
"337524","Standard query response 0xf0aa A enterprise.activity.windows.com CNAME enterprise-activity-geo.trafficmanager.net A 40.83.151.200","351.016593","8.8.8.8","10.10.10.124","DNS","163"
"338077","Standard query 0x7070 A aad.cs.dds.microsoft.com","351.265581","10.10.10.124","9.9.9.9","DNS","84"
"338100","Standard query response 0x7070 A aad.cs.dds.microsoft.com CNAME cs-geo-dds.trafficmanager.net A 13.86.61.82","351.275987","9.9.9.9","10.10.10.124","DNS","143"
"338741","Standard query 0xf197 A dit.whatsapp.net","351.558085","10.10.10.152","1.1.1.1","DNS","76"
"338792","Standard query response 0xf197 A dit.whatsapp.net CNAME scontent.whatsapp.net CNAME mmx-ds.cdn.whatsapp.net A 31.13.70.49","351.603158","1.1.1.1","10.10.10.152","DNS","140"
"339402","Standard query 0xec06 A ecn.dev.virtualearth.net","351.867901","10.10.10.124","9.9.9.9","DNS","84"
"339403","Standard query 0xfc7f HTTPS ecn.dev.virtualearth.net","351.867901","10.10.10.124","9.9.9.9","DNS","84"
"339421","Standard query response 0xec06 A ecn.dev.virtualearth.net CNAME ssl2.tiles.virtualearth.net.edgekey.net CNAME e4113.dscd.akamaiedge.net A 23.212.73.168","351.879827","9.9.9.9","10.10.10.124","DNS","186"
"339422","Standard query response 0xfc7f HTTPS ecn.dev.virtualearth.net CNAME ssl2.tiles.virtualearth.net.edgekey.net CNAME e4113.dscd.akamaiedge.net SOA n0dscd.akamaiedge.net","351.879827","9.9.9.9","10.10.10.124","DNS","234"
"339812","Standard query 0xa6c0 A www.facebook.com","352.120641","10.10.10.129","9.9.9.9","DNS","76"
"339869","Standard query response 0xa6c0 A www.facebook.com CNAME star-mini.c10r.facebook.com A 157.240.25.35","352.131228","9.9.9.9","10.10.10.129","DNS","121"
"339930","Standard query 0x65a1 A star-mini.c10r.facebook.com","352.144466","10.10.10.129","9.9.9.9","DNS","87"
"339933","Standard query response 0x65a1 A star-mini.c10r.facebook.com A 157.240.25.35","352.156110","9.9.9.9","10.10.10.129","DNS","103"
"340903","Standard query 0xb636 A LAPTOP-CAME.sisad.local","352.819556","10.10.10.9","9.9.9.9","DNS","83"
"340906","Standard query response 0xb636 No such name A LAPTOP-CAME.sisad.local SOA a.root-servers.net","352.830448","9.9.9.9","10.10.10.9","DNS","158"
"341057","Standard query 0x4207 SRV dns.msftncsi.com","352.885661","10.10.10.124","9.9.9.9","DNS","76"
"341078","Standard query response 0x4207 SRV dns.msftncsi.com SOA ns1-34.azure-dns.com","352.897852","9.9.9.9","10.10.10.124","DNS","159"
"341744","Standard query 0x23e0 A log22-normal-useast1a.tiktokv.com","353.422942","10.10.10.152","1.1.1.1","DNS","93"
"341745","Standard query 0xc973 A gateway.instagram.com OPT","353.448075","10.10.10.85","9.9.9.9","DNS","170"
"341749","Standard query response 0xc973 A gateway.instagram.com CNAME dgw.c10r.facebook.com A 157.240.25.10 OPT","353.460625","9.9.9.9","10.10.10.85","DNS","140"
"341755","Standard query response 0x23e0 A log22-normal-useast1a.tiktokv.com CNAME direct.quic-webcast-proxy-useast4-v3.useast4.byteglb.com A 34.117.97.41","353.469486","1.1.1.1","10.10.10.152","DNS","176"
"341868","Destination unreachable (Port unreachable)","353.557450","10.10.10.152","1.1.1.1","ICMP","204"
"342926","Standard query 0x1830 A earth.google.com","354.369060","10.10.10.124","9.9.9.9","DNS","76"
"342930","Standard query 0x9b98 HTTPS earth.google.com","354.370161","10.10.10.124","9.9.9.9","DNS","76"
"343184","Standard query response 0x9b98 HTTPS earth.google.com CNAME www3.l.google.com SOA ns1.google.com","354.449291","9.9.9.9","10.10.10.124","DNS","147"
"343185","Standard query response 0x1830 A earth.google.com CNAME www3.l.google.com A 192.178.56.142","354.449291","9.9.9.9","10.10.10.124","DNS","113"
"344104","Standard query 0x9a11 A LAPTOP-CAME.sisad.local","354.980258","10.10.10.9","9.9.9.9","DNS","83"
"344107","Standard query response 0x9a11 No such name A LAPTOP-CAME.sisad.local SOA a.root-servers.net","354.989320","9.9.9.9","10.10.10.9","DNS","158"
"344122","Standard query 0xa19e SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local","354.995309","10.10.10.124","9.9.9.9","DNS","123"
"344142","Standard query response 0xa19e No such name SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local SOA a.root-servers.net","355.007924","9.9.9.9","10.10.10.124","DNS","198"
"344143","Standard query 0xce9e SRV _ldap._tcp.dc._msdcs.sisad.local","355.009843","10.10.10.124","9.9.9.9","DNS","92"
"344144","Standard query response 0xce9e No such name SRV _ldap._tcp.dc._msdcs.sisad.local SOA a.root-servers.net","355.020596","9.9.9.9","10.10.10.124","DNS","167"
"344145","Standard query 0xcb55 SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local","355.022696","10.10.10.124","9.9.9.9","DNS","134"
"344146","Standard query response 0xcb55 No such name SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local SOA a.root-servers.net","355.033666","9.9.9.9","10.10.10.124","DNS","209"
"344457","Standard query 0xf612 A accounts.google.com","355.221054","10.10.10.124","9.9.9.9","DNS","79"
"344458","Standard query 0xed5f HTTPS accounts.google.com","355.221054","10.10.10.124","9.9.9.9","DNS","79"
"344484","Standard query response 0xed5f HTTPS accounts.google.com SOA ns1.google.com","355.232733","9.9.9.9","10.10.10.124","DNS","129"
"344485","Standard query response 0xf612 A accounts.google.com A 142.251.116.84","355.232733","9.9.9.9","10.10.10.124","DNS","95"
"344523","Standard query 0xfb7e A www.google.com","355.251696","10.10.10.124","9.9.9.9","DNS","74"
"344524","Standard query 0xf97e HTTPS www.google.com","355.251696","10.10.10.124","9.9.9.9","DNS","74"
"344536","Standard query response 0xfb7e A www.google.com A 142.250.177.4","355.263439","9.9.9.9","10.10.10.124","DNS","90"
"344537","Standard query response 0xf97e HTTPS www.google.com HTTPS","355.263439","9.9.9.9","10.10.10.124","DNS","99"
"345367","Standard query 0x906f A appsitemsuggest-pa.googleapis.com","355.592449","10.10.10.124","9.9.9.9","DNS","93"
"345368","Standard query 0x2f0e HTTPS appsitemsuggest-pa.googleapis.com","355.592449","10.10.10.124","9.9.9.9","DNS","93"
"345398","Standard query response 0x906f A appsitemsuggest-pa.googleapis.com A 142.251.218.138 A 192.178.56.74 A 172.217.3.138 A 192.178.56.10 A 192.178.52.170 A 192.178.56.138 A 192.178.57.42 A 142.251.34.42 A 192.178.57.10 A 192.178.56.202 A 192.178.56.106 A 192.178.56.234 A 142.251.34.10 A 192.178.52.138 A 192.178.56.170 A 172.217.2.138","355.604262","9.9.9.9","10.10.10.124","DNS","349"
"345399","Standard query response 0x2f0e HTTPS appsitemsuggest-pa.googleapis.com SOA ns1.google.com","355.604262","9.9.9.9","10.10.10.124","DNS","150"
"346121","Standard query 0xb340 A lh3.google.com","355.858748","10.10.10.124","9.9.9.9","DNS","74"
"346122","Standard query 0x0b0f HTTPS lh3.google.com","355.858748","10.10.10.124","9.9.9.9","DNS","74"
"346160","Standard query response 0x0b0f HTTPS lh3.google.com CNAME lh2.l.google.com SOA ns1.google.com","355.872399","9.9.9.9","10.10.10.124","DNS","144"
"346161","Standard query response 0xb340 A lh3.google.com CNAME lh2.l.google.com A 192.178.56.174","355.872399","9.9.9.9","10.10.10.124","DNS","110"
"346433","Standard query 0x3447 A lh3.googleusercontent.com","355.992973","10.10.10.124","9.9.9.9","DNS","85"
"346434","Standard query 0xa0d5 HTTPS lh3.googleusercontent.com","355.992973","10.10.10.124","9.9.9.9","DNS","85"
"346472","Standard query response 0x3447 A lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 142.250.177.1","356.004814","9.9.9.9","10.10.10.124","DNS","130"
"346473","Standard query response 0xa0d5 HTTPS lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com SOA ns1.google.com","356.004814","9.9.9.9","10.10.10.124","DNS","171"
"347141","Standard query 0x1ac3 HTTPS drive-thirdparty.googleusercontent.com","356.435001","10.10.10.124","9.9.9.9","DNS","98"
"347142","Standard query 0xac80 A drive-thirdparty.googleusercontent.com","356.435001","10.10.10.124","9.9.9.9","DNS","98"
"347150","Standard query response 0x1ac3 HTTPS drive-thirdparty.googleusercontent.com CNAME googlehosted.l.googleusercontent.com SOA ns1.google.com","356.446340","9.9.9.9","10.10.10.124","DNS","184"
"347151","Standard query response 0xac80 A drive-thirdparty.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 142.251.218.129","356.446340","9.9.9.9","10.10.10.124","DNS","143"
"348060","Standard query 0x9b10 A teams.microsoft.com","356.932243","10.10.10.124","9.9.9.9","DNS","79"
"348061","Standard query 0x2d1f HTTPS teams.microsoft.com","356.932243","10.10.10.124","9.9.9.9","DNS","79"
"348068","Standard query response 0x2d1f HTTPS teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com CNAME teams-office-com.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net SOA ns1.dual-s-msedge.net","356.945988","9.9.9.9","10.10.10.124","DNS","248"
"348069","Standard query response 0x9b10 A teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com CNAME teams-office-com.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net A 52.123.128.14 A 52.123.129.14","356.945988","9.9.9.9","10.10.10.124","DNS","233"
"350186","Standard query 0xccad HTTPS us-api.asm.skype.com","358.527573","10.10.10.124","9.9.9.9","DNS","80"
"350187","Standard query 0xed25 A us-api.asm.skype.com","358.527573","10.10.10.124","9.9.9.9","DNS","80"
"350191","Standard query 0x0614 A us-prod.asyncgw.teams.microsoft.com","358.527573","10.10.10.124","9.9.9.9","DNS","95"
"350192","Standard query 0xd1c4 HTTPS us-prod.asyncgw.teams.microsoft.com","358.527573","10.10.10.124","9.9.9.9","DNS","95"
"350206","Standard query response 0xed25 A us-api.asm.skype.com CNAME asm-api-prod-geo-am-skype.trafficmanager.net CNAME asm-skype-com.s-0006.s-msedge.net CNAME s-0006.s-msedge.net A 52.113.194.133","358.539522","9.9.9.9","10.10.10.124","DNS","212"
"350207","Standard query response 0xd1c4 HTTPS us-prod.asyncgw.teams.microsoft.com CNAME asm-api-golocal-geo-am-teams.trafficmanager.net CNAME asyncgw-teams-microsoft-com.s-0005.s-msedge.net CNAME s-0005.s-msedge.net SOA ns1.s-msedge.net","358.539522","9.9.9.9","10.10.10.124","DNS","275"
"350208","Standard query response 0x0614 A us-prod.asyncgw.teams.microsoft.com CNAME asm-api-golocal-geo-am-teams.trafficmanager.net CNAME asyncgw-teams-microsoft-com.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132","358.539522","9.9.9.9","10.10.10.124","DNS","244"
"350289","Standard query response 0xccad HTTPS us-api.asm.skype.com CNAME asm-api-prod-geo-am-skype.trafficmanager.net CNAME asm-skype-com.s-0006.s-msedge.net SOA ns1.s-msedge.net","358.624697","9.9.9.9","10.10.10.124","DNS","239"
"352007","Standard query 0x7476 HTTPS amer.ng.msg.teams.microsoft.com","359.906879","10.10.10.124","9.9.9.9","DNS","91"
"352008","Standard query 0xe8f5 A amer.ng.msg.teams.microsoft.com","359.906879","10.10.10.124","9.9.9.9","DNS","91"
"352009","Standard query response 0xe8f5 A amer.ng.msg.teams.microsoft.com CNAME amer.ng.msg.teams-msgapi.trafficmanager.net CNAME ic3-messaging-mfe-service.prod-wus-03.ic3-messaging-mfe.westus-prod.cosmic.office.net CNAME cosmic-westus-ns-0277043a33d5.trafficmanager.net A 52.112.38.118","359.918856","9.9.9.9","10.10.10.124","DNS","304"
"352011","Standard query 0x00bf A ogs.google.com","359.929753","10.10.10.124","9.9.9.9","DNS","74"
"352012","Standard query 0x6c0c HTTPS ogs.google.com","359.929753","10.10.10.124","9.9.9.9","DNS","74"
"352017","Standard query response 0x00bf A ogs.google.com CNAME www3.l.google.com A 172.217.3.142","359.940582","9.9.9.9","10.10.10.124","DNS","111"
"352018","Standard query response 0x6c0c HTTPS ogs.google.com CNAME www3.l.google.com SOA ns1.google.com","359.940582","9.9.9.9","10.10.10.124","DNS","145"
"352076","Standard query 0x85c5 SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local","360.046340","10.10.10.124","9.9.9.9","DNS","123"
"352077","Standard query response 0x7476 HTTPS amer.ng.msg.teams.microsoft.com CNAME amer.ng.msg.teams-msgapi.trafficmanager.net CNAME ic3-messaging-mfe-service.prod-eus-03.ic3-messaging-mfe.eastus-prod.cosmic.office.net CNAME cosmic-eastus-ns-0a280d646d9a.trafficmanager.net SOA tm1.dns-tm.com","360.047362","9.9.9.9","10.10.10.124","DNS","346"
"352086","Standard query response 0x85c5 No such name SRV _ldap._tcp.Default-First-Site-Name._sites.dc._msdcs.sisad.local SOA a.root-servers.net","360.057397","9.9.9.9","10.10.10.124","DNS","198"
"352087","Standard query 0xb17e SRV _ldap._tcp.dc._msdcs.sisad.local","360.060279","10.10.10.124","9.9.9.9","DNS","92"
"352089","Standard query response 0xb17e No such name SRV _ldap._tcp.dc._msdcs.sisad.local SOA a.root-servers.net","360.071128","9.9.9.9","10.10.10.124","DNS","167"
"352092","Standard query 0x5e3e SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local","360.072441","10.10.10.124","9.9.9.9","DNS","134"
"352094","Standard query response 0x5e3e No such name SRV _ldap._tcp.4391ced9-6c97-46c7-b1c7-b5acd3642000.domains._msdcs.sisad.local SOA a.root-servers.net","360.084201","9.9.9.9","10.10.10.124","DNS","209"
"352157","Standard query 0x2bca A www.gstatic.com","360.246963","10.10.10.124","9.9.9.9","DNS","75"
"352158","Standard query 0x9b49 HTTPS www.gstatic.com","360.246963","10.10.10.124","9.9.9.9","DNS","75"
"352159","Standard query 0xfe8e A ssl.gstatic.com","360.246963","10.10.10.124","9.9.9.9","DNS","75"
"352160","Standard query 0x6b83 HTTPS ssl.gstatic.com","360.246963","10.10.10.124","9.9.9.9","DNS","75"
"352163","Standard query response 0x2bca A www.gstatic.com A 192.178.52.131","360.258556","9.9.9.9","10.10.10.124","DNS","91"
"352164","Standard query response 0xfe8e A ssl.gstatic.com A 192.178.56.99","360.258556","9.9.9.9","10.10.10.124","DNS","91"
"352165","Standard query response 0x9b49 HTTPS www.gstatic.com SOA ns1.google.com","360.258556","9.9.9.9","10.10.10.124","DNS","132"
"352166","Standard query response 0x6b83 HTTPS ssl.gstatic.com SOA ns1.google.com","360.258556","9.9.9.9","10.10.10.124","DNS","132"
"352170","Standard query 0x480b A worldaz.relay.teams.microsoft.com","360.265386","10.10.10.124","9.9.9.9","DNS","93"
"352171","Standard query 0x4fb4 AAAA pub-ent-usea-15-t.trouter.teams.microsoft.com","360.269855","10.10.10.124","9.9.9.9","DNS","105"
"352172","Standard query 0x79f4 A pub-ent-usea-15-t.trouter.teams.microsoft.com","360.269855","10.10.10.124","9.9.9.9","DNS","105"
"352173","Standard query 0x32da A api-noam.flightproxy.teams.microsoft.com","360.272658","10.10.10.124","9.9.9.9","DNS","100"
"352174","Standard query 0x0284 AAAA api-noam.flightproxy.teams.microsoft.com","360.272658","10.10.10.124","9.9.9.9","DNS","100"
"352175","Standard query 0x5ceb A noam.cc.skype.com","360.272658","10.10.10.124","9.9.9.9","DNS","77"
"352176","Standard query 0xfa75 AAAA noam.cc.skype.com","360.274558","10.10.10.124","9.9.9.9","DNS","77"
"352177","Standard query 0x02fd AAAA teams.microsoft.com","360.276939","10.10.10.124","9.9.9.9","DNS","79"
"352183","Standard query response 0x79f4 A pub-ent-usea-15-t.trouter.teams.microsoft.com CNAME ic3-edf-trouter-service-trouter.pub-ent-usea-15.ic3-edf-trouter.eastus-prod.cosmic.office.net CNAME cosmic-eastus-ns-90627b211a93.trafficmanager.net A 52.123.187.142","360.280548","9.9.9.9","10.10.10.124","DNS","287"
"352186","Standard query 0x3409 A teams.microsoft.com","360.284214","10.10.10.124","9.9.9.9","DNS","79"
"352188","Standard query response 0x3409 A teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com CNAME teams-office-com.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net A 52.123.128.14 A 52.123.129.14","360.295702","9.9.9.9","10.10.10.124","DNS","233"
"352191","Standard query 0x4fb4 AAAA pub-ent-usea-15-t.trouter.teams.microsoft.com","360.298998","10.10.10.124","8.8.8.8","DNS","105"
"352192","Standard query 0x32da A api-noam.flightproxy.teams.microsoft.com","360.298998","10.10.10.124","8.8.8.8","DNS","100"
"352193","Standard query 0x0284 AAAA api-noam.flightproxy.teams.microsoft.com","360.298998","10.10.10.124","8.8.8.8","DNS","100"
"352194","Standard query 0xfa75 AAAA noam.cc.skype.com","360.298998","10.10.10.124","8.8.8.8","DNS","77"
"352195","Standard query 0x480b A worldaz.relay.teams.microsoft.com","360.298998","10.10.10.124","8.8.8.8","DNS","93"
"352196","Standard query 0x5ceb A noam.cc.skype.com","360.298998","10.10.10.124","8.8.8.8","DNS","77"
"352216","Standard query response 0x32da A api-noam.flightproxy.teams.microsoft.com CNAME flightproxy-noam-teams.trafficmanager.net CNAME ep-usce-01-prod-aks.flightproxy.teams.microsoft.com CNAME epx.usce-01.ic3-calling-enterpriseproxy.centralus-prod.cosmic.office.net CNAME cosmic-centralus-ns-656c60e05a30.trafficmanager.net CNAME epx.d03-057.ic3-calling-enterpriseproxy.01-centralus-prod.cosmic.office.net A 52.123.185.67","360.311379","8.8.8.8","10.10.10.124","DNS","407"
"352218","Standard query 0x02fd AAAA teams.microsoft.com","360.313351","10.10.10.124","8.8.8.8","DNS","79"
"352219","Standard query response 0xfa75 AAAA noam.cc.skype.com CNAME cc-noam-skype.trafficmanager.net CNAME cc-uswe-02-prod-aks.cc.skype.com CNAME callcontroller.uswe-02.ic3-calling-callcontroller.westus-prod.cosmic.office.net CNAME cosmic-westus-ns-3aa6dece4876.trafficmanager.net SOA tm1.dns-tm.com","360.315737","8.8.8.8","10.10.10.124","DNS","349"
"352248","Standard query response 0x5ceb A noam.cc.skype.com CNAME cc-noam-skype.trafficmanager.net CNAME cc-usea2-02-prod-aks.cc.skype.com CNAME callcontroller.usea2-02.ic3-calling-callcontroller.eastus2-prod.cosmic.office.net CNAME cosmic-eastus2-ns-9d309237561f.trafficmanager.net A 52.123.189.22","360.327368","8.8.8.8","10.10.10.124","DNS","311"
"352254","Standard query 0x3a12 A api.flightproxy.teams.microsoft.com","360.328463","10.10.10.124","9.9.9.9","DNS","95"
"352255","Standard query 0x110d HTTPS api.flightproxy.teams.microsoft.com","360.328463","10.10.10.124","9.9.9.9","DNS","95"
"352267","Standard query response 0x02fd AAAA teams.microsoft.com CNAME teams.office.com CNAME tmc-g2.tm-4.office.com CNAME teams-office-com.s-0005.dual-s-msedge.net CNAME s-0005.dual-s-msedge.net AAAA 2603:1063:27:1::14 AAAA 2603:1063:27:2::14","360.330139","8.8.8.8","10.10.10.124","DNS","257"
"352286","Standard query 0xa1d0 A teams.events.data.microsoft.com","360.334013","10.10.10.124","9.9.9.9","DNS","91"
"352290","Standard query 0x8ae1 AAAA teams.events.data.microsoft.com","360.335005","10.10.10.124","9.9.9.9","DNS","91"
"352301","Standard query response 0x0284 AAAA api-noam.flightproxy.teams.microsoft.com CNAME flightproxy-noam-teams.trafficmanager.net CNAME ep-uswe-05-prod-aks.flightproxy.teams.microsoft.com CNAME epx.uswe-05.ic3-calling-enterpriseproxy.westus-prod.cosmic.office.net CNAME cosmic-westus-ns-1ce9e72883d9.trafficmanager.net CNAME epx.d03-083.ic3-calling-enterpriseproxy.01-westus-prod.cosmic.office.net AAAA 2603:1063:24::40","360.336431","8.8.8.8","10.10.10.124","DNS","410"
"352312","Standard query response 0x3a12 A api.flightproxy.teams.microsoft.com CNAME api.flightproxy.teams.trafficmanager.net CNAME ep-usea-05-prod-aks.flightproxy.teams.microsoft.com CNAME epx.usea-05.ic3-calling-enterpriseproxy.eastus-prod.cosmic.office.net CNAME cosmic-eastus-ns-cc02993031ae.trafficmanager.net CNAME epx.d03-060.ic3-calling-enterpriseproxy.01-eastus-prod.cosmic.office.net A 52.123.188.15","360.341374","9.9.9.9","10.10.10.124","DNS","392"
