"No.","Time","Source","Destination","Protocol","Length","Info"
"463","15.918594","192.168.1.9","142.250.176.202","QUIC","1296","Initial, DCID=8a9b0cf6c4e57e58, PKN: 1, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"464","15.918594","142.250.176.202","192.168.1.9","QUIC","67","Protected Payload (KP0)"
"465","15.918685","192.168.1.9","142.250.176.202","QUIC","124","0-RTT, DCID=8a9b0cf6c4e57e58"
"466","15.931418","142.250.176.202","192.168.1.9","QUIC","1292","Handshake, SCID=ea9b0cf6c4e57e58"
"467","15.931419","142.250.176.202","192.168.1.9","QUIC","849","Protected Payload (KP0)"
"468","15.931419","142.250.176.202","192.168.1.9","QUIC","233","Protected Payload (KP0)"
"469","15.931990","192.168.1.9","142.250.176.202","QUIC","124","Handshake, DCID=ea9b0cf6c4e57e58"
"470","15.931990","192.168.1.9","142.250.176.202","QUIC","77","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"471","15.932330","192.168.1.9","142.250.176.202","QUIC","1292","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"472","15.932330","192.168.1.9","142.250.176.202","QUIC","1296","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"473","15.932330","192.168.1.9","142.250.176.202","QUIC","344","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"474","15.932330","192.168.1.9","142.250.176.202","QUIC","355","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"475","15.935953","142.250.176.202","192.168.1.9","QUIC","168","Protected Payload (KP0)"
"476","15.936453","142.250.176.202","192.168.1.9","QUIC","67","Protected Payload (KP0)"
"477","15.936453","142.250.176.202","192.168.1.9","QUIC","67","Protected Payload (KP0)"
"478","15.936717","142.250.176.202","192.168.1.9","QUIC","71","Protected Payload (KP0)"
"479","15.937046","192.168.1.9","142.250.176.202","QUIC","77","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"480","15.937046","142.250.176.202","192.168.1.9","QUIC","71","Protected Payload (KP0)"
"481","15.946513","192.168.1.9","142.250.176.193","QUIC","78","Protected Payload (KP0), DCID=f63d31693589e474"
"482","15.946514","192.168.1.9","142.250.176.202","QUIC","78","Protected Payload (KP0), DCID=e47f000d42dbbdc7"
"483","15.948906","142.250.176.202","192.168.1.9","QUIC","63","Protected Payload (KP0)"
"484","15.948906","192.168.1.9","142.250.176.202","QUIC","79","Protected Payload (KP0), DCID=e47f000d42dbbdc7"
"485","15.950034","142.250.176.193","192.168.1.9","QUIC","162","Protected Payload (KP0)"
"486","15.950035","192.168.1.9","142.250.176.193","QUIC","79","Protected Payload (KP0), DCID=f63d31693589e474"
"487","15.970606","142.250.176.202","192.168.1.9","QUIC","64","Protected Payload (KP0)"
"488","15.970606","192.168.1.9","142.250.176.202","QUIC","79","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"489","16.007726","35.175.71.102","192.168.1.43","TLSv1.2","112","Application Data"
"490","16.010345","192.168.1.43","35.175.71.102","TLSv1.2","116","Application Data"
"491","16.018047","142.250.176.202","192.168.1.9","QUIC","903","Protected Payload (KP0)"
"492","16.018334","192.168.1.9","142.250.176.202","QUIC","83","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"493","16.020615","35.175.71.102","192.168.1.43","TCP","66","443  >  43042 [ACK] Seq=47 Ack=47 Win=783 Len=0 TSval=563018013 TSecr=572759723"
"494","16.021359","142.250.176.202","192.168.1.9","QUIC","247","Protected Payload (KP0)"
"495","16.021359","192.168.1.9","142.250.176.202","QUIC","79","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"496","16.048004","142.250.176.202","192.168.1.9","QUIC","66","Protected Payload (KP0)"
"497","16.067071","142.250.65.170","192.168.1.9","QUIC","1288","Protected Payload (KP0)"
"498","16.067071","142.250.65.170","192.168.1.9","QUIC","1121","Protected Payload (KP0)"
"499","16.067071","142.250.65.170","192.168.1.9","QUIC","210","Protected Payload (KP0)"
"500","16.067342","192.168.1.9","142.250.65.170","QUIC","81","Protected Payload (KP0), DCID=e037e93134613928"
"501","16.067342","192.168.1.9","142.250.65.170","QUIC","77","Protected Payload (KP0), DCID=e037e93134613928"
"502","16.075964","192.168.1.9","142.250.65.170","QUIC","162","Protected Payload (KP0), DCID=fbdd72759d010d6c"
"503","16.080341","142.250.65.170","192.168.1.9","QUIC","69","Protected Payload (KP0)"
"504","16.094819","142.250.65.170","192.168.1.9","QUIC","83","Protected Payload (KP0)"
"505","16.094819","142.250.65.170","192.168.1.9","QUIC","63","Protected Payload (KP0)"
"506","16.094819","192.168.1.9","142.250.65.170","QUIC","81","Protected Payload (KP0), DCID=fbdd72759d010d6c"
"507","16.095275","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"508","16.096343","142.250.65.170","192.168.1.9","QUIC","66","Protected Payload (KP0)"
"509","16.098091","192.168.1.9","142.250.65.170","QUIC","428","Protected Payload (KP0), DCID=e037e93134613928"
"510","16.100295","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"511","16.102506","142.250.65.170","192.168.1.9","QUIC","69","Protected Payload (KP0)"
"512","16.123674","192.168.1.9","142.250.65.170","QUIC","78","Protected Payload (KP0), DCID=fbdd72759d010d6c"
"513","16.124103","142.250.65.170","192.168.1.9","QUIC","66","Protected Payload (KP0)"
"514","16.126765","142.250.65.170","192.168.1.9","QUIC","63","Protected Payload (KP0)"
"515","16.126766","192.168.1.9","142.250.65.170","QUIC","79","Protected Payload (KP0), DCID=fbdd72759d010d6c"
"516","16.130243","192.168.1.9","142.250.65.170","QUIC","78","Protected Payload (KP0), DCID=e037e93134613928"
"517","16.162951","142.250.65.170","192.168.1.9","QUIC","563","Protected Payload (KP0)"
"518","16.162952","142.250.65.170","192.168.1.9","QUIC","182","Protected Payload (KP0)"
"519","16.163331","192.168.1.9","142.250.65.170","QUIC","81","Protected Payload (KP0), DCID=e037e93134613928"
"520","16.192167","142.250.65.170","192.168.1.9","QUIC","66","Protected Payload (KP0)"
"521","16.192686","192.168.1.9","142.250.65.170","QUIC","77","Protected Payload (KP0), DCID=e037e93134613928"
"522","16.196344","142.250.65.170","192.168.1.9","QUIC","63","Protected Payload (KP0)"
"523","16.196344","192.168.1.9","142.250.65.170","QUIC","79","Protected Payload (KP0), DCID=e037e93134613928"
"524","16.249662","142.250.176.202","192.168.1.9","QUIC","575","Protected Payload (KP0)"
"525","16.249662","192.168.1.9","142.250.176.202","QUIC","75","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"526","16.249662","192.168.1.9","142.250.176.202","QUIC","81","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"527","16.249814","142.250.176.202","192.168.1.9","QUIC","177","Protected Payload (KP0)"
"528","16.253263","142.250.176.202","192.168.1.9","QUIC","65","Protected Payload (KP0)"
"529","16.281154","142.250.176.202","192.168.1.9","QUIC","63","Protected Payload (KP0)"
"530","16.281474","192.168.1.9","142.250.176.202","QUIC","79","Protected Payload (KP0), DCID=ea9b0cf6c4e57e58"
"531","16.290986","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"532","16.309570","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"533","16.314338","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"534","16.423835","192.168.1.211","192.168.1.1","DNS","86","Standard query 0x03b3 A edge-mqtt.facebook.com"
"535","16.425240","192.168.1.1","192.168.1.211","DNS","122","Standard query response 0x03b3 A edge-mqtt.facebook.com CNAME mqtt.c10r.facebook.com A 157.240.241.20"
"536","16.427647","192.168.1.172","157.240.241.20","TCP","70","55443  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"537","16.431516","157.240.241.20","192.168.1.172","TCP","66","443  >  55443 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM WS=256"
"538","16.433221","192.168.1.172","157.240.241.20","TCP","64","55443  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"539","16.440387","52.23.140.126","192.168.1.81","SSL","98","Continuation Data"
"540","16.440920","192.168.1.81","52.23.140.126","TCP","70","42044  >  443 [ACK] Seq=4920 Ack=3543 Win=501 Len=0 TSval=3384352635 TSecr=2363435165"
"541","16.442215","192.168.1.172","157.240.241.20","TLSv1.2","234","Client Hello"
"542","16.446220","157.240.241.20","192.168.1.172","TCP","60","443  >  55443 [ACK] Seq=1 Ack=177 Win=66816 Len=0"
"543","16.448427","157.240.241.20","192.168.1.172","TLSv1.2","1434","Server Hello"
"544","16.448718","157.240.241.20","192.168.1.172","TLSv1.2","1845","Certificate, Server Key Exchange, Server Hello Done"
"545","16.457913","192.168.1.172","157.240.241.20","TCP","64","55443  >  443 [ACK] Seq=177 Ack=3172 Win=131072 Len=0"
"546","16.458554","192.168.1.172","157.240.241.20","TLSv1.2","184","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"547","16.460328","157.240.241.20","192.168.1.172","TCP","465","[TCP Spurious Retransmission] 443  >  55443 [PSH, ACK] Seq=2761 Ack=177 Win=66816 Len=411"
"548","16.462265","157.240.241.20","192.168.1.172","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"549","16.463722","192.168.1.172","157.240.241.20","TCP","70","[TCP Dup ACK 545#1] 55443  >  443 [ACK] Seq=303 Ack=3172 Win=131072 Len=0 SLE=2761 SRE=3172"
"550","16.464300","192.168.1.172","157.240.241.20","TLSv1.2","557","Application Data"
"551","16.498682","157.240.241.20","192.168.1.172","TLSv1.2","87","Application Data"
"552","16.498682","157.240.241.20","192.168.1.172","TLSv1.2","85","Encrypted Alert"
"553","16.498682","157.240.241.20","192.168.1.172","TCP","60","443  >  55443 [FIN, ACK] Seq=3287 Ack=802 Win=67840 Len=0"
"554","16.500461","192.168.1.172","157.240.241.20","TCP","64","55443  >  443 [ACK] Seq=802 Ack=3288 Win=130816 Len=0"
"555","16.501332","192.168.1.172","157.240.241.20","TLSv1.2","89","Encrypted Alert"
"556","16.502643","192.168.1.172","157.240.241.20","TCP","64","55443  >  443 [RST, ACK] Seq=833 Ack=3288 Win=0 Len=0"
"557","16.525784","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"558","16.531011","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"559","16.665053","RivetNetwork_22:81:91","Ubiquiti_48:1b:02","ARP","64","Who has 192.168.1.1? Tell 192.168.1.48"
"560","16.665053","Ubiquiti_48:1b:02","RivetNetwork_22:81:91","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"561","16.739074","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"562","16.744242","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"563","16.773970","192.168.1.9","142.251.35.163","UDP","159","49313  >  443 Len=113"
"564","16.781006","142.251.35.163","192.168.1.9","UDP","71","443  >  49313 Len=29"
"565","16.786108","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"566","16.796683","142.251.35.163","192.168.1.9","UDP","158","443  >  49313 Len=116"
"567","16.796940","142.251.35.163","192.168.1.9","UDP","65","443  >  49313 Len=23"
"568","16.796940","192.168.1.9","142.251.35.163","UDP","83","49313  >  443 Len=37"
"569","16.798883","192.168.1.9","142.251.35.163","UDP","79","49313  >  443 Len=33"
"570","16.805441","142.251.35.163","192.168.1.9","UDP","67","443  >  49313 Len=25"
"571","16.826449","192.168.1.81","3.33.190.236","TLSv1.2","1165","Application Data"
"572","16.829969","3.33.190.236","192.168.1.81","TCP","66","443  >  37554 [ACK] Seq=10022 Ack=6594 Win=2016 Len=0 TSval=79454476 TSecr=133220143"
"573","16.864269","3.33.190.236","192.168.1.81","TLSv1.2","625","Application Data"
"574","16.864525","192.168.1.81","3.33.190.236","TCP","70","37554  >  443 [ACK] Seq=6594 Ack=10581 Win=501 Len=0 TSval=133220182 TSecr=79454510"
"575","16.946457","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"576","16.951188","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"577","16.995975","06:00:52:35:1b:2f","Ubiquiti_48:1b:02","ARP","64","Who has 192.168.1.1? Tell 192.168.1.249"
"578","16.995975","Ubiquiti_48:1b:02","06:00:52:35:1b:2f","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"579","17.098535","CiscoMeraki_61:d0:cf","Ubiquiti_48:1b:02","ARP","64","Who has 192.168.1.1? Tell 192.168.1.87"
"580","17.098535","Ubiquiti_48:1b:02","CiscoMeraki_61:d0:cf","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"581","17.154384","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"582","17.159544","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"583","17.169006","192.168.1.172","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question"
"584","17.169095","192.168.1.172","224.0.0.251","MDNS","327","Standard query response 0x0000 PTR SilentSiggo::ACICSMOHAM2._oculusal_sp._tcp.local SRV 0 0 49730 ACICSMOHAM2.local TXT A 192.168.1.172 NSEC ACICSMOHAM2.local"
"585","17.291577","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"586","17.336519","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"587","17.563458","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"588","17.568021","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"589","17.688404","192.168.1.214","8.8.8.8","DNS","87","Standard query 0xf884 PTR 1.0.17.172.in-addr.arpa"
"590","17.688404","192.168.1.214","8.8.8.8","DNS","90","Standard query 0x3860 PTR 214.1.168.192.in-addr.arpa"
"591","17.696263","8.8.8.8","192.168.1.214","DNS","83","Standard query response 0xf884 No such name PTR 1.0.17.172.in-addr.arpa"
"592","17.696264","8.8.8.8","192.168.1.214","DNS","86","Standard query response 0x3860 No such name PTR 214.1.168.192.in-addr.arpa"
"593","17.738768","18.197.213.150","192.168.1.9","TCP","66","[TCP Dup ACK 84#1] 80  >  55704 [ACK] Seq=1 Ack=1 Win=442 Len=0 TSval=4122326088 TSecr=2174544572"
"594","17.738769","192.168.1.9","18.197.213.150","TCP","70","[TCP Dup ACK 85#1] 55704  >  80 [ACK] Seq=1 Ack=2 Win=2048 Len=0 TSval=2174559676 TSecr=4118700384"
"595","17.756456","192.168.1.108","224.0.0.251","MDNS","243","Standard query response 0x0000 PTR 531663860369._spotify-connect._tcp.local PTR _spotify-connect._tcp.local SRV 0 0 51933 531663860369.local TXT A 192.168.1.108"
"596","17.757208","192.168.1.252","224.0.0.251","MDNS","122","Standard query response 0x0000 PTR _spotify-connect._tcp.local"
"597","17.922607","192.168.1.108","216.220.52.141","TLSv1.2","274","Application Data"
"598","17.961041","216.220.52.141","192.168.1.108","TLSv1.2","447","Application Data"
"599","17.961041","216.220.52.141","192.168.1.108","TLSv1.2","511","Application Data"
"600","17.961041","216.220.52.141","192.168.1.108","TLSv1.2","575","Application Data"
"601","17.961041","216.220.52.141","192.168.1.108","TLSv1.2","2143","Application Data"
"602","17.961041","216.220.52.141","192.168.1.108","TLSv1.2","2544","Application Data"
"603","17.963414","192.168.1.108","216.220.52.141","TCP","70","57744  >  8190 [ACK] Seq=205 Ack=382 Win=2603 Len=0 TSval=243424270 TSecr=4175301582"
"604","17.963414","192.168.1.108","216.220.52.141","TCP","70","57744  >  8190 [ACK] Seq=205 Ack=827 Win=2597 Len=0 TSval=243424270 TSecr=4175301582"
"605","17.963414","192.168.1.108","216.220.52.141","TCP","70","57744  >  8190 [ACK] Seq=205 Ack=1336 Win=2597 Len=0 TSval=243424270 TSecr=4175301582"
"606","17.963415","192.168.1.108","216.220.52.141","TCP","70","57744  >  8190 [ACK] Seq=205 Ack=2704 Win=2597 Len=0 TSval=243424270 TSecr=4175301583"
"607","17.963415","192.168.1.108","216.220.52.141","TCP","70","57744  >  8190 [ACK] Seq=205 Ack=3413 Win=2597 Len=0 TSval=243424270 TSecr=4175301583"
"608","17.963507","192.168.1.108","216.220.52.141","TCP","70","57744  >  8190 [ACK] Seq=205 Ack=4781 Win=2576 Len=0 TSval=243424270 TSecr=4175301583"
"609","17.963954","192.168.1.108","216.220.52.141","TCP","70","57744  >  8190 [ACK] Seq=205 Ack=5891 Win=2563 Len=0 TSval=243424270 TSecr=4175301583"
"610","18.290103","192.168.1.214","8.8.8.8","DNS","87","Standard query 0x3657 PTR 1.0.17.172.in-addr.arpa"
"611","18.290103","192.168.1.214","8.8.8.8","DNS","90","Standard query 0xd2fe PTR 214.1.168.192.in-addr.arpa"
"612","18.292376","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"613","18.295717","8.8.8.8","192.168.1.214","DNS","86","Standard query response 0xd2fe No such name PTR 214.1.168.192.in-addr.arpa"
"614","18.295717","8.8.8.8","192.168.1.214","DNS","83","Standard query response 0x3657 No such name PTR 1.0.17.172.in-addr.arpa"
"615","18.369474","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"616","18.374592","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"617","18.387449","192.168.1.211","192.168.1.1","DNS","88","Standard query 0x47e4 A win10.ipv6.microsoft.com"
"618","18.389830","192.168.1.1","192.168.1.211","DNS","100","Standard query response 0x47e4 A win10.ipv6.microsoft.com A 0.0.0.0"
"619","18.419329","192.168.1.9","192.168.1.1","TCP","64","[TCP Dup ACK 105#1] 8080  >  43944 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"620","18.419329","192.168.1.1","192.168.1.9","TCP","66","[TCP Dup ACK 106#1] 43944  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=382191287 TSecr=1059262564"
"621","18.748879","192.168.1.81","162.159.200.1","NTP","94","NTP Version 4, client"
"622","18.753792","162.159.200.1","192.168.1.81","NTP","90","NTP Version 4, server"
"623","18.763157","192.168.1.108","224.0.0.251","MDNS","243","Standard query response 0x0000 PTR 531663860369._spotify-connect._tcp.local PTR _spotify-connect._tcp.local SRV 0 0 51933 531663860369.local TXT A 192.168.1.108"
"624","18.763651","192.168.1.252","224.0.0.251","MDNS","122","Standard query response 0x0000 PTR _spotify-connect._tcp.local"
"625","18.978678","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"626","19.292722","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"627","19.329676","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"628","19.432450","192.168.1.168","192.168.1.1","DNS","93","Standard query 0xabfd A connectivity-check.ubuntu.com"
"629","19.432855","192.168.1.211","192.168.1.1","DNS","93","Standard query 0x278d A connectivity-check.ubuntu.com"
"630","19.434779","192.168.1.1","192.168.1.168","DNS","233","Standard query response 0xabfd A connectivity-check.ubuntu.com A 185.125.190.18 A 185.125.190.48 A 35.224.170.84 A 35.232.111.17 A 185.125.190.17 A 91.189.91.49 A 34.122.121.32 A 185.125.190.49 A 91.189.91.48"
"631","19.434779","192.168.1.1","192.168.1.211","DNS","233","Standard query response 0x278d A connectivity-check.ubuntu.com A 185.125.190.18 A 185.125.190.48 A 35.224.170.84 A 35.232.111.17 A 185.125.190.17 A 91.189.91.49 A 34.122.121.32 A 185.125.190.49 A 91.189.91.48"
"632","19.637187","192.168.3.6","91.189.91.48","TCP","78","37496  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=955476803 TSecr=0 WS=128"
"633","19.646982","91.189.91.48","192.168.3.6","TCP","74","80  >  37496 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1380 SACK_PERM TSval=1114199335 TSecr=955476803 WS=128"
"634","19.651227","192.168.3.6","91.189.91.48","TCP","70","37496  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=955476806 TSecr=1114199335"
"635","19.651228","192.168.3.6","91.189.91.48","HTTP","157","GET / HTTP/1.1 "
"636","19.665703","91.189.91.48","192.168.3.6","HTTP","255","HTTP/1.1 204 No Content "
"637","19.665703","91.189.91.48","192.168.3.6","TCP","66","80  >  37496 [FIN, ACK] Seq=190 Ack=88 Win=65024 Len=0 TSval=1114199398 TSecr=955476806"
"638","19.793486","91.189.91.48","192.168.3.6","TCP","66","[TCP Retransmission] 80  >  37496 [FIN, ACK] Seq=190 Ack=88 Win=65024 Len=0 TSval=1114199527 TSecr=955476806"
"639","19.841401","192.168.3.6","91.189.91.48","TCP","82","37496  >  80 [ACK] Seq=88 Ack=191 Win=30336 Len=0 TSval=955476853 TSecr=1114199527 SLE=190 SRE=191"
"640","19.841401","192.168.3.6","91.189.91.48","TCP","70","37496  >  80 [FIN, ACK] Seq=88 Ack=191 Win=30336 Len=0 TSval=955476853 TSecr=1114199527"
"641","19.850485","91.189.91.48","192.168.3.6","TCP","66","80  >  37496 [ACK] Seq=191 Ack=89 Win=65024 Len=0 TSval=1114199584 TSecr=955476853"
"642","19.979547","192.168.1.9","142.251.41.14","UDP","75","58693  >  443 Len=29"
"643","19.984381","142.251.41.14","192.168.1.9","UDP","67","443  >  58693 Len=25"
"644","19.986177","192.168.1.172","157.240.241.55","TLSv1.2","525","Application Data"
"645","20.017693","158.115.141.166","192.168.1.87","SIGCOMP","153","Msg format 1[Malformed Packet]"
"646","20.019647","192.168.1.87","158.115.141.166","SIGCOMP","166","Msg format 1[Malformed Packet]"
"647","20.027784","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"648","20.030202","157.240.241.55","192.168.1.172","TLSv1.2","145","Application Data"
"649","20.032674","192.168.1.172","157.240.241.55","TLSv1.2","900","Application Data"
"650","20.032674","192.168.1.172","157.240.241.55","TLSv1.2","92","Application Data"
"651","20.042370","157.240.241.55","192.168.1.172","TCP","60","443  >  55303 [ACK] Seq=9839 Ack=5377 Win=780 Len=0"
"652","20.102026","157.240.241.55","192.168.1.172","TLSv1.2","2814","Application Data"
"653","20.102103","157.240.241.55","192.168.1.172","TLSv1.2","163","Application Data"
"654","20.102529","157.240.241.55","192.168.1.172","TLSv1.2","341","Application Data"
"655","20.102529","ASUSTekCOMPU_29:4c:fe","Broadcast","ARP","64","Who has 192.168.1.156? Tell 192.168.1.216"
"656","20.103884","192.168.1.172","157.240.241.55","TCP","64","55303  >  443 [ACK] Seq=5377 Ack=12995 Win=512 Len=0"
"657","20.195333","Ubiquiti_de:45:8b","Broadcast","ARP","64","Who has 192.168.1.1? Tell 192.168.1.184"
"658","20.195333","Ubiquiti_48:1b:02","Ubiquiti_de:45:8b","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"659","20.232005","192.168.1.183","255.255.255.255","UDP","234","49154  >  6667 Len=188"
"660","20.293021","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"661","20.582586","192.168.1.9","192.168.1.1","TCP","64","[TCP Dup ACK 145#1] 8080  >  43939 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"662","20.582586","192.168.1.1","192.168.1.9","TCP","66","[TCP Dup ACK 146#1] 43939  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=382191503 TSecr=2850184158"
"663","20.712380","Espressif_0a:94:2e","Broadcast","ARP","64","ARP Announcement for 192.168.1.183"
"664","20.847967","CiscoMeraki_61:d0:cf","Broadcast","ARP","64","Who has 192.168.1.1? Tell 192.168.1.87"
"665","20.847968","Ubiquiti_48:1b:02","CiscoMeraki_61:d0:cf","ARP","60","192.168.1.1 is at 18:e8:29:48:1b:02"
"666","20.986387","RivetNetwork_22:6a:41","Ubiquiti_48:1b:02","ARP","64","192.168.1.26 is at 9c:b6:d0:22:6a:41"
"667","20.996070","RivetNetwork_22:6a:41","Ubiquiti_48:1b:02","ARP","64","192.168.1.25 is at 9c:b6:d0:22:6a:41"
"668","20.997842","CiscoMeraki_61:d0:cf","Broadcast","ARP","64","Who has 192.168.1.87? (ARP Probe)"
"669","21.006419","RivetNetwork_22:6a:41","Ubiquiti_48:1b:02","ARP","64","192.168.1.21 is at 9c:b6:d0:22:6a:41"
"670","21.052865","PCSSystemtec_45:5c:08","Broadcast","ARP","64","Who has 192.168.1.207? Tell 192.168.1.81"
"671","21.170438","192.168.1.172","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question"
"672","21.170899","192.168.1.172","224.0.0.251","MDNS","327","Standard query response 0x0000 PTR SilentSiggo::ACICSMOHAM2._oculusal_sp._tcp.local SRV 0 0 49730 ACICSMOHAM2.local TXT A 192.168.1.172 NSEC ACICSMOHAM2.local"
"673","21.195115","fe80::d252:a8ff:fe45:436a","ff02::fb","MDNS","133","Standard query 0x0000 PTR _hue._tcp.local, ""QM"" question PTR Hue Bridge - A10EB0._hue._tcp.local"
"674","21.195116","192.168.1.7","224.0.0.251","MDNS","113","Standard query 0x0000 PTR _hue._tcp.local, ""QM"" question PTR Hue Bridge - A10EB0._hue._tcp.local"
"675","21.294306","192.168.1.172","230.0.0.1","UDP","96","51504  >  6666 Len=50"
"676","21.329764","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031"
"677","21.404395","fe80::d252:a8ff:fe45:436a","ff02::fb","MDNS","203","Standard query 0x0000 SRV Hue Bridge - A10EB0._hue._tcp.local, ""QM"" question AAAA ecb5faa10eb0.local, ""QM"" question A ecb5faa10eb0.local, ""QM"" question TXT Hue Bridge - A10EB0._hue._tcp.local, ""QM"" question TXT"
"678","21.406078","192.168.1.11","224.0.0.251","MDNS","211","Standard query response 0x0000 SRV, cache flush 0 0 443 ecb5faa10eb0.local A, cache flush 192.168.1.11 AAAA, cache flush fe80::eeb5:faff:fea1:eb0 NSEC, cache flush Hue Bridge - A10EB0._hue._tcp.local NSEC, cache flush ecb5faa10eb0.local"
"679","21.406078","fe80::eeb5:faff:fea1:eb0","ff02::fb","MDNS","231","Standard query response 0x0000 SRV, cache flush 0 0 443 ecb5faa10eb0.local A, cache flush 192.168.1.11 AAAA, cache flush fe80::eeb5:faff:fea1:eb0 NSEC, cache flush Hue Bridge - A10EB0._hue._tcp.local NSEC, cache flush ecb5faa10eb0.local"
"680","21.411625","192.168.1.7","224.0.0.251","MDNS","247","Standard query 0x0000 SRV Hue Bridge - A10EB0._hue._tcp.local, ""QM"" question AAAA ecb5faa10eb0.local, ""QM"" question A ecb5faa10eb0.local, ""QM"" question TXT Hue Bridge - A10EB0._hue._tcp.local, ""QM"" question TXT A 192.168.1.11 AAAA fe80::eeb5:faff:fea1:eb0 SRV 0 0 443 ecb5faa10eb0.local"
"681","21.782862","192.168.1.48","34.107.221.82","TCP","70","[TCP Dup ACK 36#2] 36452  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2640070378 TSecr=893456348"
"682","21.782863","192.168.1.48","34.107.221.82","TCP","70","[TCP Dup ACK 37#2] 36454  >  80 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2640070378 TSecr=2653879314"
"683","21.821017","34.107.221.82","192.168.1.48","TCP","66","[TCP Dup ACK 46#2] 80  >  36452 [ACK] Seq=1 Ack=2 Win=298 Len=0 TSval=893466586 TSecr=2640029459"
