No.,Info,Time,Source,Destination,Protocol,Length
67017,39414  >  443 [ACK] Seq=228861 Ack=268933650 Win=78592 Len=0 TSval=186766 TSecr=534291047,914.001652,192.168.1.207,13.35.90.177,TCP,70
67018,39414  >  443 [ACK] Seq=228861 Ack=268936386 Win=75904 Len=0 TSval=186766 TSecr=534291047,914.001653,192.168.1.207,13.35.90.177,TCP,70
67019,"443  >  39414 [PSH, ACK] Seq=268977426 Ack=228861 Win=716288 Len=10440 TSval=534291051 TSecr=186765 [TCP segment of a reassembled PDU]",914.002863,13.35.90.177,192.168.1.207,TCP,10506
67020,Application Data,914.005461,13.35.90.177,192.168.1.207,TLSv1.2,13746
67021,39414  >  443 [ACK] Seq=228861 Ack=268977426 Win=35328 Len=0 TSval=186767 TSecr=534291047,914.005908,192.168.1.207,13.35.90.177,TCP,70
67022,39414  >  443 [ACK] Seq=228861 Ack=268980162 Win=56960 Len=0 TSval=186767 TSecr=534291051,914.00591,192.168.1.207,13.35.90.177,TCP,70
67023,39414  >  443 [ACK] Seq=228861 Ack=268984266 Win=52864 Len=0 TSval=186767 TSecr=534291051,914.005911,192.168.1.207,13.35.90.177,TCP,70
67024,39414  >  443 [ACK] Seq=228861 Ack=268987002 Win=74496 Len=0 TSval=186767 TSecr=534291051,914.005912,192.168.1.207,13.35.90.177,TCP,70
67025,Application Data,914.009917,13.35.90.177,192.168.1.207,TLSv1.2,11274
28551,38017  >  443 [ACK] Seq=678 Ack=22190 Win=75776 Len=0 TSval=50664 TSecr=4220285411,369.584876,192.168.1.207,108.138.106.8,TCP,70
28552,38017  >  443 [ACK] Seq=678 Ack=24926 Win=81280 Len=0 TSval=50664 TSecr=4220285411,369.584877,192.168.1.207,108.138.106.8,TCP,70
28553,"443  >  38017 [PSH, ACK] Seq=44563 Ack=678 Win=67072 Len=4094 TSval=4220285416 TSecr=50663 [TCP segment of a reassembled PDU]",369.586643,108.138.106.8,192.168.1.207,TCP,4160
28554,38017  >  443 [ACK] Seq=678 Ack=27662 Win=86656 Len=0 TSval=50665 TSecr=4220285411,369.587596,192.168.1.207,108.138.106.8,TCP,70
28555,38017  >  443 [ACK] Seq=678 Ack=30398 Win=92160 Len=0 TSval=50665 TSecr=4220285411,369.587598,192.168.1.207,108.138.106.8,TCP,70
28556,38017  >  443 [ACK] Seq=678 Ack=33134 Win=97664 Len=0 TSval=50665 TSecr=4220285411,369.587599,192.168.1.207,108.138.106.8,TCP,70
28557,38017  >  443 [ACK] Seq=678 Ack=35870 Win=103168 Len=0 TSval=50665 TSecr=4220285411,369.587599,192.168.1.207,108.138.106.8,TCP,70
28558,38017  >  443 [ACK] Seq=678 Ack=38606 Win=108544 Len=0 TSval=50665 TSecr=4220285412,369.5876,192.168.1.207,108.138.106.8,TCP,70
28559,38017  >  443 [ACK] Seq=678 Ack=41342 Win=114048 Len=0 TSval=50665 TSecr=4220285412,369.588044,192.168.1.207,108.138.106.8,TCP,70
28560,38017  >  443 [ACK] Seq=678 Ack=44078 Win=119552 Len=0 TSval=50665 TSecr=4220285412,369.588046,192.168.1.207,108.138.106.8,TCP,70
28561,Application Data,369.588311,108.138.106.8,192.168.1.207,TLSv1.2,8274
28562,"443  >  38017 [PSH, ACK] Seq=56865 Ack=678 Win=67072 Len=6840 TSval=4220285417 TSecr=50664 [TCP segment of a reassembled PDU]",369.588645,108.138.106.8,192.168.1.207,TCP,6906
28563,443  >  38017 [ACK] Seq=63705 Ack=678 Win=67072 Len=10 TSval=4220285418 TSecr=50664 [TCP segment of a reassembled PDU],369.588647,108.138.106.8,192.168.1.207,TCP,76
28564,38017  >  443 [ACK] Seq=678 Ack=45931 Win=125056 Len=0 TSval=50665 TSecr=4220285412,369.588648,192.168.1.207,108.138.106.8,TCP,70
28565,443  >  38017 [ACK] Seq=63715 Ack=678 Win=67072 Len=2736 TSval=4220285418 TSecr=50664 [TCP segment of a reassembled PDU],369.58865,108.138.106.8,192.168.1.207,TCP,2802
28566,443  >  38017 [ACK] Seq=66451 Ack=678 Win=67072 Len=2736 TSval=4220285418 TSecr=50664 [TCP segment of a reassembled PDU],369.588685,108.138.106.8,192.168.1.207,TCP,2802
28567,Application Data,369.589117,108.138.106.8,192.168.1.207,TLSv1.2,9642
28568,38017  >  443 [ACK] Seq=678 Ack=48657 Win=130432 Len=0 TSval=50665 TSecr=4220285416,369.58912,192.168.1.207,108.138.106.8,TCP,70
28569,"443  >  38017 [PSH, ACK] Seq=78763 Ack=678 Win=67072 Len=4104 TSval=4220285419 TSecr=50664 [TCP segment of a reassembled PDU]",369.589808,108.138.106.8,192.168.1.207,TCP,4170
28570,Application Data,369.591597,108.138.106.8,192.168.1.207,TLSv1.2,9642
28571,443  >  38017 [ACK] Seq=92443 Ack=678 Win=67072 Len=1368 TSval=4220285421 TSecr=50665 [TCP segment of a reassembled PDU],369.591598,108.138.106.8,192.168.1.207,TCP,1434
28572,443  >  38017 [ACK] Seq=93811 Ack=678 Win=67072 Len=5472 TSval=4220285421 TSecr=50665 [TCP segment of a reassembled PDU],369.591699,108.138.106.8,192.168.1.207,TCP,5538
28573,443  >  38017 [ACK] Seq=99283 Ack=678 Win=67072 Len=1368 TSval=4220285421 TSecr=50665 [TCP segment of a reassembled PDU],369.591742,108.138.106.8,192.168.1.207,TCP,1434
28574,"443  >  38017 [PSH, ACK] Seq=100651 Ack=678 Win=67072 Len=1368 TSval=4220285421 TSecr=50665 [TCP segment of a reassembled PDU]",369.592154,108.138.106.8,192.168.1.207,TCP,1434
28575,38017  >  443 [ACK] Seq=678 Ack=51393 Win=135936 Len=0 TSval=50666 TSecr=4220285417,369.592463,192.168.1.207,108.138.106.8,TCP,70
69326,39414  >  443 [ACK] Seq=234891 Ack=276375399 Win=75904 Len=0 TSval=191139 TSecr=534308541,931.495109,192.168.1.207,13.35.90.177,TCP,70
69327,39414  >  443 [ACK] Seq=234891 Ack=276378599 Win=72704 Len=0 TSval=191139 TSecr=534308541,931.495542,192.168.1.207,13.35.90.177,TCP,70
69328,443  >  39414 [ACK] Seq=276409599 Ack=234891 Win=733696 Len=2736 TSval=534308544 TSecr=191138 [TCP segment of a reassembled PDU],931.495806,13.35.90.177,192.168.1.207,TCP,2802
69329,Application Data,931.496011,13.35.90.177,192.168.1.207,TLSv1.2,11010
69330,39414  >  443 [ACK] Seq=234891 Ack=276381335 Win=93440 Len=0 TSval=191140 TSecr=534308543,931.496858,192.168.1.207,13.35.90.177,TCP,70
69331,"443  >  39414 [PSH, ACK] Seq=276423279 Ack=234891 Win=733696 Len=3656 TSval=534308547 TSecr=191139 [TCP segment of a reassembled PDU]",931.49804,13.35.90.177,192.168.1.207,TCP,3722
69332,443  >  39414 [ACK] Seq=276426935 Ack=234891 Win=733696 Len=4104 TSval=534308548 TSecr=191139 [TCP segment of a reassembled PDU],931.499093,13.35.90.177,192.168.1.207,TCP,4170
69333,Application Data,931.499333,13.35.90.177,192.168.1.207,TLSv1.2,9642
69334,39414  >  443 [ACK] Seq=234891 Ack=276409599 Win=65280 Len=0 TSval=191140 TSecr=534308543,931.499911,192.168.1.207,13.35.90.177,TCP,70
69335,443  >  39414 [ACK] Seq=276440615 Ack=234891 Win=733696 Len=4104 TSval=534308549 TSecr=191140 [TCP segment of a reassembled PDU],931.500766,13.35.90.177,192.168.1.207,TCP,4170
69336,Application Data,931.50108,13.35.90.177,192.168.1.207,TLSv1.2,9642
69337,"443  >  39414 [PSH, ACK] Seq=276454295 Ack=234891 Win=733696 Len=5920 TSval=534308550 TSecr=191140 [TCP segment of a reassembled PDU]",931.50127,13.35.90.177,192.168.1.207,TCP,5986
69338,443  >  39414 [ACK] Seq=276460215 Ack=234891 Win=733696 Len=6840 TSval=534308550 TSecr=191140 [TCP segment of a reassembled PDU],931.501707,13.35.90.177,192.168.1.207,TCP,6906
69339,Application Data,931.501983,13.35.90.177,192.168.1.207,TLSv1.2,6906
69340,39414  >  443 [ACK] Seq=234891 Ack=276433775 Win=41216 Len=0 TSval=191141 TSecr=534308544,931.502067,192.168.1.207,13.35.90.177,TCP,70
69341,39414  >  443 [ACK] Seq=234891 Ack=276436511 Win=62464 Len=0 TSval=191141 TSecr=534308548,931.502068,192.168.1.207,13.35.90.177,TCP,70
69342,39414  >  443 [ACK] Seq=234891 Ack=276454295 Win=44800 Len=0 TSval=191142 TSecr=534308548,931.50419,192.168.1.207,13.35.90.177,TCP,70
69343,39414  >  443 [ACK] Seq=234891 Ack=276457031 Win=66432 Len=0 TSval=191142 TSecr=534308550,931.504636,192.168.1.207,13.35.90.177,TCP,70
69344,443  >  39414 [ACK] Seq=276473895 Ack=234891 Win=733696 Len=4104 TSval=534308555 TSecr=191141 [TCP segment of a reassembled PDU],931.506088,13.35.90.177,192.168.1.207,TCP,4170
69345,Application Data,931.50633,13.35.90.177,192.168.1.207,TLSv1.2,9642
69346,39414  >  443 [ACK] Seq=234891 Ack=276473895 Win=49664 Len=0 TSval=191142 TSecr=534308550,931.506676,192.168.1.207,13.35.90.177,TCP,70
69347,"443  >  39414 [PSH, ACK] Seq=276487575 Ack=234891 Win=733696 Len=11520 TSval=534308557 TSecr=191142 [TCP segment of a reassembled PDU]",931.508224,13.35.90.177,192.168.1.207,TCP,11586
69348,Application Data,931.508705,13.35.90.177,192.168.1.207,TLSv1.2,13746
69349,39414  >  443 [ACK] Seq=234891 Ack=276476631 Win=70528 Len=0 TSval=191143 TSecr=534308555,931.508731,192.168.1.207,13.35.90.177,TCP,70
69350,39414  >  443 [ACK] Seq=234891 Ack=276487575 Win=59648 Len=0 TSval=191143 TSecr=534308555,931.510567,192.168.1.207,13.35.90.177,TCP,70
54051,39414  >  443 [ACK] Seq=74847 Ack=89162871 Win=74496 Len=0 TSval=73832 TSecr=533839302,462.259351,192.168.1.207,13.35.90.177,TCP,70
54052,Application Data,462.261188,13.35.90.177,192.168.1.207,TLSv1.2,13746
54053,39414  >  443 [ACK] Seq=74847 Ack=89188167 Win=49280 Len=0 TSval=73833 TSecr=533839304,462.261901,192.168.1.207,13.35.90.177,TCP,70
54054,"443  >  39414 [PSH, ACK] Seq=89201847 Ack=74847 Win=279040 Len=10896 TSval=533839311 TSecr=73832 [TCP segment of a reassembled PDU]",462.262687,13.35.90.177,192.168.1.207,TCP,10962
54055,Application Data,462.263081,13.35.90.177,192.168.1.207,TLSv1.2,12378
54056,"443  >  39414 [PSH, ACK] Seq=89225055 Ack=74847 Win=279040 Len=1368 TSval=533839311 TSecr=73832 [TCP segment of a reassembled PDU]",462.263397,13.35.90.177,192.168.1.207,TCP,1434
54057,39414  >  443 [ACK] Seq=74847 Ack=89190903 Win=94720 Len=0 TSval=73833 TSecr=533839309,462.263399,192.168.1.207,13.35.90.177,TCP,70
54058,39414  >  443 [ACK] Seq=74847 Ack=89215479 Win=70528 Len=0 TSval=73834 TSecr=533839309,462.265458,192.168.1.207,13.35.90.177,TCP,70
54059,443  >  39414 [ACK] Seq=89226423 Ack=74847 Win=279040 Len=1368 TSval=533839314 TSecr=73833 [TCP segment of a reassembled PDU],462.265591,13.35.90.177,192.168.1.207,TCP,1434
54060,Application Data,462.265928,13.35.90.177,192.168.1.207,TLSv1.2,9722
54061,"443  >  39414 [PSH, ACK] Seq=89237447 Ack=74847 Win=279040 Len=5944 TSval=533839315 TSecr=73833 [TCP segment of a reassembled PDU]",462.267628,13.35.90.177,192.168.1.207,TCP,6010
54062,Application Data,462.267631,13.35.90.177,192.168.1.207,TLSv1.2,4170
54063,443  >  39414 [ACK] Seq=89247495 Ack=74847 Win=279040 Len=1368 TSval=533839316 TSecr=73833 [TCP segment of a reassembled PDU],462.267654,13.35.90.177,192.168.1.207,TCP,1434
54064,"443  >  39414 [PSH, ACK] Seq=89248863 Ack=74847 Win=279040 Len=8208 TSval=533839316 TSecr=73833 [TCP segment of a reassembled PDU]",462.268028,13.35.90.177,192.168.1.207,TCP,8274
54065,39414  >  443 [ACK] Seq=74847 Ack=89226423 Win=59648 Len=0 TSval=73834 TSecr=533839311,462.268031,192.168.1.207,13.35.90.177,TCP,70
54066,39414  >  443 [ACK] Seq=74847 Ack=89229159 Win=81280 Len=0 TSval=73835 TSecr=533839314,462.268292,192.168.1.207,13.35.90.177,TCP,70
54067,Application Data,462.26871,13.35.90.177,192.168.1.207,TLSv1.2,12378
54068,"443  >  39414 [PSH, ACK] Seq=89269383 Ack=74847 Win=279040 Len=1368 TSval=533839317 TSecr=73833 [TCP segment of a reassembled PDU]",462.268749,13.35.90.177,192.168.1.207,TCP,1434
54069,Application Data,462.269671,13.35.90.177,192.168.1.207,TLSv1.2,13746
54070,39414  >  443 [ACK] Seq=74847 Ack=89254335 Win=56192 Len=0 TSval=73835 TSecr=533839314,462.270471,192.168.1.207,13.35.90.177,TCP,70
54071,39414  >  443 [ACK] Seq=74847 Ack=89257071 Win=75904 Len=0 TSval=73835 TSecr=533839316,462.270474,192.168.1.207,13.35.90.177,TCP,70
54072,39414  >  443 [ACK] Seq=74847 Ack=89262543 Win=70528 Len=0 TSval=73835 TSecr=533839317,462.271864,192.168.1.207,13.35.90.177,TCP,70
54073,"443  >  39414 [PSH, ACK] Seq=89284431 Ack=74847 Win=279040 Len=1640 TSval=533839320 TSecr=73834 [TCP segment of a reassembled PDU]",462.271937,13.35.90.177,192.168.1.207,TCP,1706
54074,443  >  39414 [ACK] Seq=89286071 Ack=74847 Win=279040 Len=6840 TSval=533839320 TSecr=73835 [TCP segment of a reassembled PDU],462.272239,13.35.90.177,192.168.1.207,TCP,6906
54075,Application Data,462.272503,13.35.90.177,192.168.1.207,TLSv1.2,6906
38851,50550  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=58722 TSecr=0 WS=128,401.817042,192.168.1.207,108.138.106.90,TCP,78
38852,"443  >  50550 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM TSval=689483800 TSecr=58722 WS=512",401.821494,108.138.106.90,192.168.1.207,TCP,74
38853,50550  >  443 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=58724 TSecr=689483800,401.824204,192.168.1.207,108.138.106.90,TCP,70
38854,Who has 192.168.1.1? Tell 192.168.1.57,401.826302,Ubiquiti_26:2d:de,Broadcast,ARP,60
38855,38716  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=58740 TSecr=0 WS=128,401.890103,192.168.1.207,108.138.106.120,TCP,78
38856,"443  >  38716 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM TSval=4197125674 TSecr=58740 WS=512",401.894526,108.138.106.120,192.168.1.207,TCP,74
38857,38716  >  443 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=58742 TSecr=4197125674,401.896571,192.168.1.207,108.138.106.120,TCP,70
38858,Client Hello (SNI=tvpnlogopus.samsungcloud.tv),401.917432,192.168.1.207,108.138.106.96,TLSv1.2,315
38859,38135  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=58747 TSecr=0 WS=128,401.918594,192.168.1.207,108.138.106.8,TCP,78
38860,443  >  48168 [ACK] Seq=1 Ack=246 Win=67072 Len=0 TSval=4208138154 TSecr=58747,401.922888,108.138.106.96,192.168.1.207,TCP,66
38861,"443  >  38135 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM TSval=3905185541 TSecr=58747 WS=512",401.92342,108.138.106.8,192.168.1.207,TCP,74
38862,Server Hello,401.924036,108.138.106.96,192.168.1.207,TLSv1.2,1434
38863,"443  >  48168 [PSH, ACK] Seq=1369 Ack=246 Win=67072 Len=1368 TSval=4208138154 TSecr=58747 [TCP segment of a reassembled PDU]",401.924477,108.138.106.96,192.168.1.207,TCP,1434
38864,38135  >  443 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=58749 TSecr=3905185541,401.92516,192.168.1.207,108.138.106.8,TCP,70
38865,"Certificate, Server Key Exchange, Server Hello Done",401.925907,108.138.106.96,192.168.1.207,TLSv1.2,1580
38866,48168  >  443 [ACK] Seq=246 Ack=1369 Win=32000 Len=0 TSval=58749 TSecr=4208138154,401.925909,192.168.1.207,108.138.106.96,TCP,70
38867,48168  >  443 [ACK] Seq=246 Ack=2737 Win=34688 Len=0 TSval=58749 TSecr=4208138154,401.926527,192.168.1.207,108.138.106.96,TCP,70
38868,48168  >  443 [ACK] Seq=246 Ack=4105 Win=37504 Len=0 TSval=58750 TSecr=4208138156,401.927824,192.168.1.207,108.138.106.96,TCP,70
38869,48168  >  443 [ACK] Seq=246 Ack=4251 Win=40192 Len=0 TSval=58750 TSecr=4208138156,401.927825,192.168.1.207,108.138.106.96,TCP,70
38870,Client Hello (SNI=tvpnlogopus.samsungcloud.tv),401.950388,192.168.1.207,108.138.106.90,TLSv1.2,315
38871,443  >  50550 [ACK] Seq=1 Ack=246 Win=67072 Len=0 TSval=689483934 TSecr=58755,401.955525,108.138.106.90,192.168.1.207,TCP,66
38872,Server Hello,401.956189,108.138.106.90,192.168.1.207,TLSv1.2,1434
38873,"443  >  50550 [PSH, ACK] Seq=1369 Ack=246 Win=67072 Len=1368 TSval=689483934 TSecr=58755 [TCP segment of a reassembled PDU]",401.956286,108.138.106.90,192.168.1.207,TCP,1434
38874,"Certificate, Server Key Exchange, Server Hello Done",401.957112,108.138.106.90,192.168.1.207,TLSv1.2,1580
38875,50550  >  443 [ACK] Seq=246 Ack=1369 Win=32000 Len=0 TSval=58757 TSecr=689483934,401.95823,192.168.1.207,108.138.106.90,TCP,70
8626,[TCP Window Full] [TCP Retransmission] 443  >  35973 [ACK] Seq=443622 Ack=854 Win=64640 Len=936 TSval=1454193189 TSecr=19666 [TCP segment of a reassembled PDU],245.618088,23.36.205.160,192.168.1.207,TCP,1002
8627,[TCP ZeroWindow] 35973  >  443 [ACK] Seq=854 Ack=444558 Win=0 Len=0 TSval=19673 TSecr=1454193159 SLE=443622 SRE=444558,245.62003,192.168.1.207,23.36.205.160,TCP,82
8628,443  >  39414 [ACK] Seq=3245900 Ack=2487 Win=73216 Len=4104 TSval=533622668 TSecr=19672 [TCP segment of a reassembled PDU],245.620775,13.35.90.177,192.168.1.207,TCP,4170
8629,"443  >  39414 [PSH, ACK] Seq=3250004 Ack=2487 Win=73216 Len=1368 TSval=533622668 TSecr=19672 [TCP segment of a reassembled PDU]",245.621102,13.35.90.177,192.168.1.207,TCP,1434
8630,443  >  39414 [ACK] Seq=3251372 Ack=2487 Win=73216 Len=4104 TSval=533622669 TSecr=19672 [TCP segment of a reassembled PDU],245.621217,13.35.90.177,192.168.1.207,TCP,4170
8631,"443  >  39414 [PSH, ACK] Seq=3255476 Ack=2487 Win=73216 Len=1368 TSval=533622669 TSecr=19672 [TCP segment of a reassembled PDU]",245.621548,13.35.90.177,192.168.1.207,TCP,1434
8632,[TCP Window Update] 35973  >  443 [ACK] Seq=854 Ack=444558 Win=16000 Len=0 TSval=19674 TSecr=1454193159,245.621958,192.168.1.207,23.36.205.160,TCP,70
8633,443  >  39414 [ACK] Seq=3256844 Ack=2487 Win=73216 Len=2736 TSval=533622670 TSecr=19672 [TCP segment of a reassembled PDU],245.622024,13.35.90.177,192.168.1.207,TCP,2802
8634,Application Data,245.62234,13.35.90.177,192.168.1.207,TLSv1.2,2802
8635,443  >  39414 [ACK] Seq=3262316 Ack=2487 Win=73216 Len=4104 TSval=533622671 TSecr=19672 [TCP segment of a reassembled PDU],245.622882,13.35.90.177,192.168.1.207,TCP,4170
8636,"443  >  39414 [PSH, ACK] Seq=3266420 Ack=2487 Win=73216 Len=1368 TSval=533622671 TSecr=19672 [TCP segment of a reassembled PDU]",245.623211,13.35.90.177,192.168.1.207,TCP,1434
8637,Application Data,245.625692,23.36.205.160,192.168.1.207,TLSv1.2,8274
8638,Application Data,245.625896,23.36.205.160,192.168.1.207,TLSv1.2,6906
8639,"[TCP Window Full] 443  >  35973 [PSH, ACK] Seq=459606 Ack=854 Win=64640 Len=952 TSval=1454193197 TSecr=19674 [TCP segment of a reassembled PDU]",245.626172,23.36.205.160,192.168.1.207,TCP,1018
8640,39414  >  443 [ACK] Seq=2487 Ack=3267788 Win=1024 Len=0 TSval=19675 TSecr=533622668,245.628548,192.168.1.207,13.35.90.177,TCP,70
8641,[TCP Window Update] 39414  >  443 [ACK] Seq=2487 Ack=3267788 Win=25600 Len=0 TSval=19675 TSecr=533622668,245.628549,192.168.1.207,13.35.90.177,TCP,70
8642,[TCP ZeroWindow] 35973  >  443 [ACK] Seq=854 Ack=460558 Win=0 Len=0 TSval=19676 TSecr=1454193196,245.631476,192.168.1.207,23.36.205.160,TCP,70
8643,"443  >  39414 [PSH, ACK] Seq=3267788 Ack=2487 Win=73216 Len=5472 TSval=533622680 TSecr=19675 [TCP segment of a reassembled PDU]",245.632744,13.35.90.177,192.168.1.207,TCP,5538
8644,Application Data,245.633095,13.35.90.177,192.168.1.207,TLSv1.2,5538
8645,"443  >  39414 [PSH, ACK] Seq=3278732 Ack=2487 Win=73216 Len=5472 TSval=533622681 TSecr=19675 [TCP segment of a reassembled PDU]",245.63404,13.35.90.177,192.168.1.207,TCP,5538
8646,"443  >  39414 [PSH, ACK] Seq=3284204 Ack=2487 Win=73216 Len=5472 TSval=533622682 TSecr=19675 [TCP segment of a reassembled PDU]",245.634909,13.35.90.177,192.168.1.207,TCP,5538
8647,"[TCP Window Full] 443  >  39414 [PSH, ACK] Seq=3289676 Ack=2487 Win=73216 Len=3712 TSval=533622683 TSecr=19675 [TCP segment of a reassembled PDU]",245.635759,13.35.90.177,192.168.1.207,TCP,3778
8648,39414  >  443 [ACK] Seq=2487 Ack=3270524 Win=47232 Len=0 TSval=19677 TSecr=533622680,245.635997,192.168.1.207,13.35.90.177,TCP,70
8649,Application Data,245.63995,13.35.90.177,192.168.1.207,TLSv1.2,5538
8650,443  >  39414 [ACK] Seq=3298860 Ack=2487 Win=73216 Len=392 TSval=533622688 TSecr=19677 [TCP segment of a reassembled PDU],245.6403,13.35.90.177,192.168.1.207,TCP,458
13826,39414  >  443 [ACK] Seq=8925 Ack=11893548 Win=23040 Len=0 TSval=24490 TSecr=533641924,264.886737,192.168.1.207,13.35.90.177,TCP,70
13827,[TCP Window Update] 39414  >  443 [ACK] Seq=8925 Ack=11893548 Win=47232 Len=0 TSval=24490 TSecr=533641924,264.887529,192.168.1.207,13.35.90.177,TCP,70
13828,"443  >  39414 [PSH, ACK] Seq=11913756 Ack=8925 Win=91648 Len=2832 TSval=533641938 TSecr=24490 [TCP segment of a reassembled PDU]",264.890758,13.35.90.177,192.168.1.207,TCP,2898
13829,Application Data,264.891489,13.35.90.177,192.168.1.207,TLSv1.2,13746
13830,39414  >  443 [ACK] Seq=8925 Ack=11913756 Win=27136 Len=0 TSval=24491 TSecr=533641933,264.891969,192.168.1.207,13.35.90.177,TCP,70
13831,"443  >  39414 [PSH, ACK] Seq=11930268 Ack=8925 Win=91648 Len=10512 TSval=533641939 TSecr=24490 [TCP segment of a reassembled PDU]",264.891972,13.35.90.177,192.168.1.207,TCP,10578
13832,39414  >  443 [ACK] Seq=8925 Ack=11930268 Win=10624 Len=0 TSval=24492 TSecr=533641938,264.894525,192.168.1.207,13.35.90.177,TCP,70
13833,[TCP Window Update] 39414  >  443 [ACK] Seq=8925 Ack=11930268 Win=33792 Len=0 TSval=24492 TSecr=533641938,264.894527,192.168.1.207,13.35.90.177,TCP,70
13834,39414  >  443 [ACK] Seq=8925 Ack=11940780 Win=23296 Len=0 TSval=24493 TSecr=533641939,264.898681,192.168.1.207,13.35.90.177,TCP,70
13835,[TCP Window Update] 39414  >  443 [ACK] Seq=8925 Ack=11940780 Win=47232 Len=0 TSval=24493 TSecr=533641939,264.898682,192.168.1.207,13.35.90.177,TCP,70
13836,Application Data,264.898693,13.35.90.177,192.168.1.207,TLSv1.2,6906
13837,"443  >  39414 [PSH, ACK] Seq=11947620 Ack=8925 Win=91648 Len=5472 TSval=533641946 TSecr=24492 [TCP segment of a reassembled PDU]",264.89897,13.35.90.177,192.168.1.207,TCP,5538
13838,Application Data,264.9026,13.35.90.177,192.168.1.207,TLSv1.2,11050
13839,443  >  39414 [ACK] Seq=11964076 Ack=8925 Win=91648 Len=4104 TSval=533641950 TSecr=24493 [TCP segment of a reassembled PDU],264.902767,13.35.90.177,192.168.1.207,TCP,4170
13840,"443  >  39414 [PSH, ACK] Seq=11968180 Ack=8925 Win=91648 Len=8208 TSval=533641950 TSecr=24493 [TCP segment of a reassembled PDU]",264.903151,13.35.90.177,192.168.1.207,TCP,8274
13841,Application Data,264.903734,13.35.90.177,192.168.1.207,TLSv1.2,1730
13842,443  >  39414 [ACK] Seq=11978052 Ack=8925 Win=91648 Len=2736 TSval=533641951 TSecr=24493 [TCP segment of a reassembled PDU],264.903736,13.35.90.177,192.168.1.207,TCP,2802
13843,"[TCP Window Full] 443  >  39414 [PSH, ACK] Seq=11980788 Ack=8925 Win=91648 Len=7224 TSval=533641951 TSecr=24493 [TCP segment of a reassembled PDU]",264.90413,13.35.90.177,192.168.1.207,TCP,7290
13844,39414  >  443 [ACK] Seq=8925 Ack=11953092 Win=35072 Len=0 TSval=24494 TSecr=533641946,264.905132,192.168.1.207,13.35.90.177,TCP,70
13845,39414  >  443 [ACK] Seq=8925 Ack=11976388 Win=11776 Len=0 TSval=24495 TSecr=533641950,264.906758,192.168.1.207,13.35.90.177,TCP,70
13846,[TCP Window Update] 39414  >  443 [ACK] Seq=8925 Ack=11976388 Win=35072 Len=0 TSval=24495 TSecr=533641950,264.90676,192.168.1.207,13.35.90.177,TCP,70
13847,39414  >  443 [ACK] Seq=8925 Ack=11988012 Win=23552 Len=0 TSval=24495 TSecr=533641951,264.909332,192.168.1.207,13.35.90.177,TCP,70
13848,Application Data,264.910623,13.35.90.177,192.168.1.207,TLSv1.2,6906
13849,"443  >  39414 [PSH, ACK] Seq=11994852 Ack=8925 Win=91648 Len=5472 TSval=533641958 TSecr=24495 [TCP segment of a reassembled PDU]",264.910943,13.35.90.177,192.168.1.207,TCP,5538
13850,"[TCP Window Full] , Application Data",264.913347,13.35.90.177,192.168.1.207,TLSv1.2,11306
41376,39414  >  443 [ACK] Seq=56349 Ack=67040481 Win=250112 Len=0 TSval=60414 TSecr=533785631,408.588016,192.168.1.207,13.35.90.177,TCP,70
41377,39414  >  443 [ACK] Seq=56349 Ack=67041849 Win=248832 Len=0 TSval=60414 TSecr=533785631,408.588017,192.168.1.207,13.35.90.177,TCP,70
41378,39414  >  443 [ACK] Seq=56349 Ack=67043217 Win=247552 Len=0 TSval=60414 TSecr=533785631,408.588017,192.168.1.207,13.35.90.177,TCP,70
41379,39414  >  443 [ACK] Seq=56349 Ack=67044585 Win=246272 Len=0 TSval=60414 TSecr=533785631,408.588018,192.168.1.207,13.35.90.177,TCP,70
41380,39414  >  443 [ACK] Seq=56349 Ack=67045953 Win=244992 Len=0 TSval=60414 TSecr=533785631,408.588019,192.168.1.207,13.35.90.177,TCP,70
41381,39414  >  443 [ACK] Seq=56349 Ack=67047321 Win=243712 Len=0 TSval=60414 TSecr=533785632,408.588052,192.168.1.207,13.35.90.177,TCP,70
41382,39414  >  443 [ACK] Seq=56349 Ack=67048689 Win=242432 Len=0 TSval=60414 TSecr=533785632,408.588053,192.168.1.207,13.35.90.177,TCP,70
41383,39414  >  443 [ACK] Seq=56349 Ack=67050054 Win=241152 Len=0 TSval=60414 TSecr=533785632,408.588054,192.168.1.207,13.35.90.177,TCP,70
41384,39414  >  443 [ACK] Seq=56349 Ack=67051422 Win=239872 Len=0 TSval=60414 TSecr=533785632,408.588055,192.168.1.207,13.35.90.177,TCP,70
