"No.","Info","Time","Source","Destination","Protocol","Length"
"2731","62146  >  443 Len=32","185.884292","192.168.1.9","142.251.40.227","UDP","78"
"2732","443  >  62146 Len=24","185.910830","142.251.40.227","192.168.1.9","UDP","66"
"2733","443  >  62146 Len=22","185.919188","142.251.40.227","192.168.1.9","UDP","64"
"2734","62146  >  443 Len=33","185.919424","192.168.1.9","142.251.40.227","UDP","79"
"2735","57171  >  443 Len=29","186.043148","192.168.1.9","142.251.32.110","UDP","75"
"2736","443  >  57171 Len=26","186.048593","142.251.32.110","192.168.1.9","UDP","68"
"2737","Echo (ping) request  id=0x8d7d, seq=0/0, ttl=64 (reply in 2738)","186.195993","192.168.1.108","192.168.1.1","ICMP","102"
"2738","Echo (ping) reply    id=0x8d7d, seq=0/0, ttl=64 (request in 2737)","186.195997","192.168.1.1","192.168.1.108","ICMP","98"
"2739","[TCP Keep-Alive] 8080  >  43584 [ACK] Seq=1 Ack=1 Win=2048 Len=0","186.259824","192.168.1.9","192.168.1.1","TCP","64"
"2740","[TCP Keep-Alive ACK] 43584  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=381230075 TSecr=3146178378","186.259827","192.168.1.1","192.168.1.9","TCP","66"
"2741","57171  >  443 Len=29","186.260078","192.168.1.9","142.251.32.110","UDP","75"
"2742","443  >  57171 Len=26","186.265116","142.251.32.110","192.168.1.9","UDP","68"
"2743","Who has 192.168.1.1? Tell 192.168.1.87","186.450614","CiscoMeraki_61:d0:cf","Ubiquiti_48:1b:02","ARP","64"
"2744","192.168.1.1 is at 18:e8:29:48:1b:02","186.450617","Ubiquiti_48:1b:02","CiscoMeraki_61:d0:cf","ARP","60"
"2745","57171  >  443 Len=29","186.476509","192.168.1.9","142.251.32.110","UDP","75"
"2746","443  >  57171 Len=26","186.481597","142.251.32.110","192.168.1.9","UDP","68"
"2747","M-SEARCH * HTTP/1.1 ","186.594805","192.168.1.102","239.255.255.250","SSDP","221"
"2748","[TCP Dup ACK 87#4] 80  >  55704 [ACK] Seq=1 Ack=1 Win=442 Len=0 TSval=4112715080 TSecr=2164933014","186.692622","18.197.213.150","192.168.1.9","TCP","66"
"2749","[TCP Dup ACK 88#4] 55704  >  80 [ACK] Seq=1 Ack=2 Win=2048 Len=0 TSval=2164948119 TSecr=4076208653","186.692626","192.168.1.9","18.197.213.150","TCP","70"
"2750","57171  >  443 Len=29","186.693174","192.168.1.9","142.251.32.110","UDP","75"
"2751","443  >  57171 Len=26","186.698683","142.251.32.110","192.168.1.9","UDP","68"
"2752","Msg format 1","186.785910","158.115.141.166","192.168.1.87","SIGCOMP","183"
"2753","51504  >  6666 Len=50","186.804724","192.168.1.172","230.0.0.1","UDP","96"
"2754","Who has 192.168.1.6? Tell 192.168.1.81","186.832014","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2755","Who has 192.168.1.156? Tell 192.168.1.216","186.844904","ASUSTekCOMPU_29:4c:fe","Broadcast","ARP","64"
"2756","Msg format 1","186.863990","192.168.1.87","158.115.141.166","SIGCOMP","212"
"2757","Application Data","186.896024","192.168.1.172","157.240.241.55","TLSv1.2","525"
"2758","57171  >  443 Len=29","186.905325","192.168.1.9","142.251.32.110","UDP","75"
"2759","443  >  57171 Len=26","186.911176","142.251.32.110","192.168.1.9","UDP","68"
"2760","Application Data","186.920133","157.240.241.55","192.168.1.172","TLSv1.2","145"
"2761","Application Data","186.922188","192.168.1.172","157.240.241.55","TLSv1.2","902"
"2762","Application Data","186.922191","192.168.1.172","157.240.241.55","TLSv1.2","92"
"2763","443  >  60157 [ACK] Seq=129400 Ack=54464 Win=3544 Len=0","186.925594","157.240.241.55","192.168.1.172","TCP","60"
"2764","Application Data","186.968109","157.240.241.55","192.168.1.172","TLSv1.2","2814"
"2765","Application Data","186.968171","157.240.241.55","192.168.1.172","TLSv1.2","161"
"2766","Application Data","186.968172","157.240.241.55","192.168.1.172","TLSv1.2","341"
"2767","60157  >  443 [ACK] Seq=54464 Ack=132554 Win=512 Len=0","186.970131","192.168.1.172","157.240.241.55","TCP","64"
"2768","Who has 192.168.1.1? Tell 192.168.1.225","187.050234","TPLink_5c:e0:c9","Broadcast","ARP","64"
"2769","192.168.1.1 is at 18:e8:29:48:1b:02","187.050236","Ubiquiti_48:1b:02","TPLink_5c:e0:c9","ARP","60"
"2770","Application Data","187.053867","192.168.1.225","52.54.190.12","TLSv1.2","159"
"2771","Application Data","187.063953","52.54.190.12","192.168.1.225","TLSv1.2","139"
"2772","56695  >  443 [ACK] Seq=102 Ack=86 Win=2240 Len=0","187.096815","192.168.1.225","52.54.190.12","TCP","64"
"2773","57171  >  443 Len=29","187.117391","192.168.1.9","142.251.32.110","UDP","75"
"2774","443  >  57171 Len=26","187.122692","142.251.32.110","192.168.1.9","UDP","68"
"2775","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031","187.299430","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60"
"2776","8080  >  43590 [ACK] Seq=1 Ack=1 Win=2048 Len=0","187.464418","192.168.1.9","192.168.1.1","TCP","64"
"2777","[TCP ACKed unseen segment] 43590  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=381230195 TSecr=1020818139","187.464421","192.168.1.1","192.168.1.9","TCP","66"
"2778","57171  >  443 Len=29","187.533462","192.168.1.9","142.251.32.110","UDP","75"
"2779","443  >  57171 Len=26","187.538521","142.251.32.110","192.168.1.9","UDP","68"
"2780","Who has 192.168.1.207? Tell 192.168.1.81","187.570746","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2781","M-SEARCH * HTTP/1.1 ","187.596465","192.168.1.102","239.255.255.250","SSDP","221"
"2782","Router Solicitation","187.653928","fe80::b927:d99d:bc8e:8535","ff02::2","ICMPv6","62"
"2783","51504  >  6666 Len=50","187.805048","192.168.1.172","230.0.0.1","UDP","96"
"2784","Who has 192.168.1.6? Tell 192.168.1.81","187.856094","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2785","Application Data","188.227341","13.226.34.109","192.168.1.9","TLSv1.2","90"
"2786","443  >  65047 [FIN, ACK] Seq=25 Ack=2 Win=133 Len=0 TSval=2755828122 TSecr=1287793857","188.227343","13.226.34.109","192.168.1.9","TCP","66"
"2787","[TCP Previous segment not captured] 65047  >  443 [ACK] Seq=2 Ack=25 Win=2047 Len=0 TSval=1288033871 TSecr=2755828121","188.227345","192.168.1.9","13.226.34.109","TCP","70"
"2788","Application Data","188.227347","13.226.34.109","192.168.1.9","TLSv1.2","90"
"2789","65047  >  443 [ACK] Seq=2 Ack=26 Win=2047 Len=0 TSval=1288033871 TSecr=2755828122","188.227408","192.168.1.9","13.226.34.109","TCP","70"
"2790","443  >  65048 [FIN, ACK] Seq=25 Ack=2 Win=135 Len=0 TSval=1048320695 TSecr=2254333953","188.227409","13.226.34.109","192.168.1.9","TCP","66"
"2791","[TCP Previous segment not captured] 65048  >  443 [ACK] Seq=2 Ack=25 Win=2047 Len=0 TSval=2254573967 TSecr=1048320695","188.227868","192.168.1.9","13.226.34.109","TCP","70"
"2792","65048  >  443 [ACK] Seq=2 Ack=26 Win=2048 Len=0 TSval=2254573967 TSecr=1048320695","188.227871","192.168.1.9","13.226.34.109","TCP","70"
"2793","Application Data","188.227872","192.168.1.9","13.226.34.109","TLSv1.2","94"
"2794","65047  >  443 [FIN, ACK] Seq=26 Ack=26 Win=2048 Len=0 TSval=1288033871 TSecr=2755828122","188.227873","192.168.1.9","13.226.34.109","TCP","70"
"2795","Application Data","188.227874","192.168.1.9","13.226.34.109","TLSv1.2","94"
"2796","65048  >  443 [FIN, ACK] Seq=26 Ack=26 Win=2048 Len=0 TSval=2254573967 TSecr=1048320695","188.227875","192.168.1.9","13.226.34.109","TCP","70"
"2797","443  >  65048 [RST] Seq=26 Win=0 Len=0","188.231649","13.226.34.109","192.168.1.9","TCP","60"
"2798","443  >  65047 [RST] Seq=26 Win=0 Len=0","188.231651","13.226.34.109","192.168.1.9","TCP","60"
"2799","Who has 192.168.1.1? Tell 192.168.1.43","188.254418","AmazonTechno_39:12:43","Ubiquiti_48:1b:02","ARP","64"
"2800","192.168.1.1 is at 18:e8:29:48:1b:02","188.254421","Ubiquiti_48:1b:02","AmazonTechno_39:12:43","ARP","60"
"2801","Msg format 1[Malformed Packet]","188.284746","192.168.1.87","158.115.141.166","SIGCOMP","158"
"2802","Msg format 1[Malformed Packet]","188.285459","192.168.1.87","158.115.133.213","SIGCOMP","158"
"2803","Msg format 1[Malformed Packet]","188.303167","158.115.141.166","192.168.1.87","SIGCOMP","88"
"2804","57171  >  443 Len=29","188.348365","192.168.1.9","142.251.32.110","UDP","75"
"2805","Standard query 0xe09b A connectivity-check.ubuntu.com","188.351361","192.168.1.211","192.168.1.1","DNS","93"
"2806","443  >  57171 Len=26","188.353294","142.251.32.110","192.168.1.9","UDP","68"
"2807","Standard query response 0xe09b A connectivity-check.ubuntu.com A 35.232.111.17 A 35.224.170.84 A 185.125.190.48 A 185.125.190.18 A 34.122.121.32 A 185.125.190.49 A 91.189.91.49 A 91.189.91.48 A 185.125.190.17","188.357881","192.168.1.1","192.168.1.211","DNS","233"
"2808","Msg format 1[Malformed Packet]","188.376815","158.115.133.213","192.168.1.87","SIGCOMP","88"
"2809","Who has 192.168.1.207? Tell 192.168.1.81","188.623558","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2810","[TCP Dup ACK 128#4] 8080  >  43583 [ACK] Seq=1 Ack=1 Win=2048 Len=0","188.730813","192.168.1.9","192.168.1.1","TCP","64"
"2811","[TCP Dup ACK 129#4] 43583  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=381230322 TSecr=3475868857","188.730816","192.168.1.1","192.168.1.9","TCP","66"
"2812","51504  >  6666 Len=50","188.805881","192.168.1.172","230.0.0.1","UDP","96"
"2813","Who has 192.168.1.6? Tell 192.168.1.81","188.880263","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2814","Standard query 0xd52f A win10.ipv6.microsoft.com","188.951971","192.168.1.211","192.168.1.1","DNS","88"
"2815","Standard query response 0xd52f A win10.ipv6.microsoft.com A 0.0.0.0","188.954197","192.168.1.1","192.168.1.211","DNS","100"
"2816","Solicit XID: 0xb14aaf CID: 00030001b8a44f0276fe ","189.140555","fe80::baa4:4fff:fe02:76fe","ff02::1:2","DHCPv6","106"
"2817","Application Data","189.201465","192.168.1.81","3.33.190.236","TLSv1.2","1165"
"2818","Application Data","189.237373","3.33.190.236","192.168.1.81","TLSv1.2","625"
"2819","58486  >  443 [ACK] Seq=48250 Ack=46275 Win=501 Len=0 TSval=123612567 TSecr=75411131","189.237887","192.168.1.81","3.33.190.236","TCP","70"
"2820","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031","189.309896","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60"
"2821","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _pgpkey-hkp._tcp.local, ""QM"" question PTR _ftp._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","189.454358","fe80::b927:d99d:bc8e:8535","ff02::fb","MDNS","221"
"2822","Who has 192.168.1.207? Tell 192.168.1.81","189.647430","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2823","[TCP Keep-Alive] 55662  >  5228 [ACK] Seq=1 Ack=1 Win=507 Len=1","189.790664","192.168.1.102","142.251.163.188","TCP","64"
"2824","[TCP Keep-Alive ACK] 5228  >  55662 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2","189.800645","142.251.163.188","192.168.1.102","TCP","66"
"2825","51504  >  6666 Len=50","189.805917","192.168.1.172","230.0.0.1","UDP","96"
"2826","8080  >  43589 [ACK] Seq=1 Ack=1 Win=2048 Len=0","189.891130","192.168.1.9","192.168.1.1","TCP","64"
"2827","[TCP ACKed unseen segment] 43589  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=381230438 TSecr=841105158","189.891133","192.168.1.1","192.168.1.9","TCP","66"
"2828","Who has 192.168.1.6? Tell 192.168.1.81","189.903441","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2829","57171  >  443 Len=29","189.964040","192.168.1.9","142.251.32.110","UDP","75"
"2830","443  >  57171 Len=26","189.969017","142.251.32.110","192.168.1.9","UDP","68"
"2831","Application Data","190.105023","192.168.1.7","18.218.78.141","TLSv1.2","522"
"2832","443  >  55598 [ACK] Seq=594 Ack=11317 Win=27 Len=0 TSval=418382221 TSecr=68797889","190.124360","18.218.78.141","192.168.1.7","TCP","66"
"2833","Application Data","190.125516","18.218.78.141","192.168.1.7","TLSv1.2","105"
"2834","55598  >  443 [ACK] Seq=11317 Ack=633 Win=2668 Len=0 TSval=68797891 TSecr=418382222","190.125520","192.168.1.7","18.218.78.141","TCP","70"
"2835","49154  >  6667 Len=188","190.170042","192.168.1.183","255.255.255.255","UDP","234"
"2836","[TCP ACKed unseen segment] [TCP Previous segment not captured] , Continuation Data","190.206197","52.23.140.126","192.168.1.81","SSL","98"
"2837","Continuation Data","190.206199","52.23.140.126","192.168.1.81","SSL","366"
"2838","[TCP Previous segment not captured] 43882  >  443 [ACK] Seq=34862 Ack=27106 Win=1178 Len=0 TSval=3374746413 TSecr=2353828969","190.206731","192.168.1.81","52.23.140.126","TCP","70"
"2839","43882  >  443 [ACK] Seq=34862 Ack=27406 Win=1176 Len=0 TSval=3374746413 TSecr=2353828969","190.206734","192.168.1.81","52.23.140.126","TCP","70"
"2840","Continuation Data","190.216386","192.168.1.81","52.23.140.126","SSL","2806"
"2841","Continuation Data","190.216673","192.168.1.81","52.23.140.126","SSL","1462"
"2842","Continuation Data","190.221105","192.168.1.81","52.23.140.126","SSL","446"
"2843","443  >  43882 [ACK] Seq=27406 Ack=37598 Win=442 Len=0 TSval=2353828989 TSecr=3374746423","190.226651","52.23.140.126","192.168.1.81","TCP","66"
"2844","443  >  43882 [ACK] Seq=27406 Ack=38990 Win=442 Len=0 TSval=2353828990 TSecr=3374746423","190.227034","52.23.140.126","192.168.1.81","TCP","66"
"2845","Continuation Data","190.243102","52.23.140.126","192.168.1.81","SSL","191"
"2846","Continuation Data","190.248035","192.168.1.81","52.23.140.126","SSL","153"
"2847","Continuation Data","190.269162","52.23.140.126","192.168.1.81","SSL","2802"
"2848","Continuation Data","190.269164","52.23.140.126","192.168.1.81","SSL","232"
"2849","43882  >  443 [ACK] Seq=39449 Ack=30433 Win=1178 Len=0 TSval=3374746476 TSecr=2353829032","190.269805","192.168.1.81","52.23.140.126","TCP","70"
"2850","Continuation Data","190.276401","192.168.1.81","52.23.140.126","SSL","402"
"2851","Application Data","190.290323","192.168.1.14","52.45.245.204","TLSv1.2","159"
"2852","Application Data","190.300630","52.45.245.204","192.168.1.14","TLSv1.2","139"
"2853","52433  >  443 [ACK] Seq=102 Ack=86 Win=1730 Len=0","190.309888","192.168.1.14","52.45.245.204","TCP","64"
"2854","443  >  43882 [ACK] Seq=30433 Ack=39781 Win=442 Len=0 TSval=2353829090 TSecr=3374746483","190.326640","52.23.140.126","192.168.1.81","TCP","66"
"2855","ARP Announcement for 192.168.1.183","190.572850","Espressif_0a:94:2e","Broadcast","ARP","64"
"2856","Who has 192.168.1.207? Tell 192.168.1.81","190.672221","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2857","51504  >  6666 Len=50","190.806194","192.168.1.172","230.0.0.1","UDP","96"
"2858","Application Data","190.882702","192.168.1.48","162.159.61.4","TLSv1.2","109"
"2859","Application Data","190.886242","162.159.61.4","192.168.1.48","TLSv1.2","105"
"2860","55666  >  443 [ACK] Seq=1483 Ack=1483 Win=501 Len=0 TSval=2838702158 TSecr=2368170057","190.889337","192.168.1.48","162.159.61.4","TCP","70"
"2861","Who has 192.168.1.6? Tell 192.168.1.81","190.927363","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2862","[TCP Dup ACK 169#4] 8080  >  43582 [ACK] Seq=1 Ack=1 Win=2048 Len=0","190.994237","192.168.1.9","192.168.1.1","TCP","64"
"2863","[TCP Dup ACK 170#4] 43582  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=381230548 TSecr=1717514905","190.994257","192.168.1.1","192.168.1.9","TCP","66"
"2864","[TCP ACKed unseen segment] [TCP Previous segment not captured] , Application Data","191.027304","209.206.49.216","192.168.1.87","TLSv1.2","136"
"2865","[TCP Previous segment not captured] , Application Data","191.028598","192.168.1.87","209.206.49.216","TLSv1.2","265"
"2866","30001  >  47566 [ACK] Seq=281 Ack=781 Win=1232 Len=0 TSval=2816542663 TSecr=381219969","191.103969","209.206.49.216","192.168.1.87","TCP","66"
"2867","[TCP Dup ACK 2547#1] 43802  >  80 [ACK] Seq=4545 Ack=3241 Win=64128 Len=0 TSval=2630459882 TSecr=1116915828","191.248490","192.168.1.48","34.107.221.82","TCP","70"
"2868","[TCP Dup ACK 2548#1] 43790  >  80 [ACK] Seq=2408 Ack=2385 Win=64128 Len=0 TSval=2630459882 TSecr=336070114","191.248491","192.168.1.48","34.107.221.82","TCP","70"
"2869","[TCP Dup ACK 2549#1] 80  >  43790 [ACK] Seq=2385 Ack=2409 Win=74240 Len=0 TSval=336080352 TSecr=2630429281","191.286459","34.107.221.82","192.168.1.48","TCP","66"
"2870","[TCP Dup ACK 2550#1] 80  >  43802 [ACK] Seq=3241 Ack=4546 Win=81664 Len=0 TSval=1116926067 TSecr=2630429366","191.287961","34.107.221.82","192.168.1.48","TCP","66"
"2871","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031","191.299794","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60"
"2872","Who has 192.168.1.207? Tell 192.168.1.81","191.695252","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2873","[TCP ACKed unseen segment] [TCP Previous segment not captured] , Application Data","191.729692","209.206.49.216","192.168.1.87","TLSv1.2","136"
"2874","[TCP Previous segment not captured] , Application Data","191.731402","192.168.1.87","209.206.49.216","TLSv1.2","265"
"2875","Who has 192.168.1.156? Tell 192.168.1.217","191.778911","Dell_ca:76:8b","Broadcast","ARP","64"
"2876","51504  >  6666 Len=50","191.806137","192.168.1.172","230.0.0.1","UDP","96"
"2877","30001  >  47572 [ACK] Seq=281 Ack=781 Win=1232 Len=0 TSval=2816543366 TSecr=381220039","191.807157","209.206.49.216","192.168.1.87","TCP","66"
"2878","Who has 192.168.1.6? Tell 192.168.1.81","191.951892","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2879","Application Data","191.972550","192.168.1.172","157.240.241.55","TLSv1.2","525"
"2880","Application Data","191.997150","157.240.241.55","192.168.1.172","TLSv1.2","145"
"2881","Application Data","191.999306","192.168.1.172","157.240.241.55","TLSv1.2","902"
"2882","Application Data","191.999310","192.168.1.172","157.240.241.55","TLSv1.2","92"
"2883","443  >  60157 [ACK] Seq=132645 Ack=55809 Win=3554 Len=0","192.002683","157.240.241.55","192.168.1.172","TCP","60"
"2884","Application Data, Application Data","192.043266","157.240.241.55","192.168.1.172","TLSv1.2","2921"
"2885","Application Data","192.043471","157.240.241.55","192.168.1.172","TLSv1.2","341"
"2886","60157  >  443 [ACK] Seq=55809 Ack=135799 Win=512 Len=0","192.045065","192.168.1.172","157.240.241.55","TCP","64"
"2887","Who has 192.168.1.225? Tell 192.168.1.1","192.068189","Ubiquiti_48:1b:02","TPLink_5c:e0:c9","ARP","60"
"2888","192.168.1.225 is at 6c:5a:b0:5c:e0:c9","192.073620","TPLink_5c:e0:c9","Ubiquiti_48:1b:02","ARP","64"
"2889","DHCP Discover - Transaction ID 0x4ecd0107","192.605245","0.0.0.0","255.255.255.255","DHCP","343"
"2890","Who has 192.168.1.207? Tell 192.168.1.81","192.719987","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2891","51504  >  6666 Len=50","192.806134","192.168.1.172","230.0.0.1","UDP","96"
"2892","[TCP Dup ACK 203#2] 64557  >  5228 [ACK] Seq=1 Ack=1 Win=2048 Len=0","192.834933","192.168.1.9","172.253.63.188","TCP","64"
"2893","[TCP Dup ACK 204#2] 5228  >  64557 [ACK] Seq=1 Ack=2 Win=265 Len=0 TSval=439200355 TSecr=1231152694","192.844302","172.253.63.188","192.168.1.9","TCP","66"
"2894","Who has 192.168.1.6? Tell 192.168.1.81","192.975276","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2895","Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question","193.146438","192.168.1.172","224.0.0.251","MDNS","87"
"2896","Standard query response 0x0000 PTR SilentSiggo::ACICSMOHAM2._oculusal_sp._tcp.local SRV 0 0 49730 ACICSMOHAM2.local TXT A 192.168.1.172 NSEC ACICSMOHAM2.local","193.146441","192.168.1.172","224.0.0.251","MDNS","327"
"2897","57171  >  443 Len=29","193.176408","192.168.1.9","142.251.32.110","UDP","75"
"2898","443  >  57171 Len=26","193.181432","142.251.32.110","192.168.1.9","UDP","68"
"2899","RST. Root = 32768/0/18:e8:29:26:2d:de  Cost = 0  Port = 0x8031","193.300115","Ubiquiti_26:2d:df","Spanning-tree-(for-bridges)_00","STP","60"
"2900","57492  >  1902 Len=253","193.480577","192.168.1.252","239.255.255.250","UDP","299"
"2901","8080  >  43588 [ACK] Seq=1 Ack=1 Win=2048 Len=0","193.638240","192.168.1.9","192.168.1.1","TCP","64"
"2902","[TCP ACKed unseen segment] 43588  >  8080 [ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=381230813 TSecr=1067887805","193.638243","192.168.1.1","192.168.1.9","TCP","66"
"2903","51504  >  6666 Len=50","193.806345","192.168.1.172","230.0.0.1","UDP","96"
"2904","Application Data","193.883339","192.168.1.81","3.33.190.236","TLSv1.2","1165"
"2905","443  >  58486 [ACK] Seq=46275 Ack=49345 Win=2016 Len=0 TSval=75415824 TSecr=123617213","193.929916","3.33.190.236","192.168.1.81","TCP","66"
"2906","Application Data","193.931877","3.33.190.236","192.168.1.81","TLSv1.2","7643"
"2907","58486  >  443 [ACK] Seq=49345 Ack=53852 Win=466 Len=0 TSval=123617262 TSecr=75415825","193.932612","192.168.1.81","3.33.190.236","TCP","70"
"2908","Application Data","193.945753","192.168.1.81","3.33.190.236","TLSv1.2","1188"
"2909","443  >  58486 [ACK] Seq=53852 Ack=50463 Win=2016 Len=0 TSval=75415843 TSecr=123617275","193.949745","3.33.190.236","192.168.1.81","TCP","66"
"2910","Application Data","193.995816","3.33.190.236","192.168.1.81","TLSv1.2","833"
"2911","Who has 192.168.1.6? Tell 192.168.1.81","193.999776","PCSSystemtec_45:5c:08","Broadcast","ARP","64"
"2912","58486  >  443 [ACK] Seq=50463 Ack=54619 Win=501 Len=0 TSval=123617367 TSecr=75415889","194.037837","192.168.1.81","3.33.190.236","TCP","70"
"2913","Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question","194.154313","192.168.1.172","224.0.0.251","MDNS","87"
"2914","Standard query response 0x0000 PTR SilentSiggo::ACICSMOHAM2._oculusal_sp._tcp.local SRV 0 0 49730 ACICSMOHAM2.local TXT A 192.168.1.172 NSEC ACICSMOHAM2.local","194.154870","192.168.1.172","224.0.0.251","MDNS","327"
"2915","Application Data","194.201697","192.168.1.81","3.33.190.236","TLSv1.2","1165"
"2916","443  >  58486 [ACK] Seq=54619 Ack=51558 Win=2016 Len=0 TSval=75416099 TSecr=123617531","194.205766","3.33.190.236","192.168.1.81","TCP","66"
"2917","Application Data","194.237864","3.33.190.236","192.168.1.81","TLSv1.2","625"
"2918","58486  >  443 [ACK] Seq=51558 Ack=55178 Win=501 Len=0 TSval=123617568 TSecr=75416131","194.238341","192.168.1.81","3.33.190.236","TCP","70"
"2919","43581  >  8080 [FIN, ACK] Seq=1 Ack=2 Win=123 Len=0 TSval=381230882 TSecr=1513884292","194.332367","192.168.1.1","192.168.1.9","TCP","66"
"2920","[TCP Previous segment not captured] 8080  >  43581 [ACK] Seq=2 Ack=2 Win=2048 Len=0 TSval=1514154249 TSecr=381230882","194.332370","192.168.1.9","192.168.1.1","TCP","70"
"2921","43591  >  8080 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM TSval=381230882 TSecr=0 WS=128","194.332371","192.168.1.1","192.168.1.9","TCP","74"
"2922","8080  >  43591 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=64 TSval=1231827015 TSecr=381230882 SACK_PERM","194.332659","192.168.1.9","192.168.1.1","TCP","82"
"2923","43591  >  8080 [ACK] Seq=1 Ack=1 Win=14720 Len=0 TSval=381230882 TSecr=1231827015","194.332661","192.168.1.1","192.168.1.9","TCP","66"
"2924","[TCP Window Update] 8080  >  43591 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1231827015 TSecr=381230882","194.332906","192.168.1.9","192.168.1.1","TCP","70"
"2925","43591  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=14720 Len=178 TSval=381230882 TSecr=1231827015 [TCP segment of a reassembled PDU]","194.333035","192.168.1.1","192.168.1.9","TCP","244"
"2926","8080  >  43591 [ACK] Seq=1 Ack=179 Win=131584 Len=0 TSval=1231827015 TSecr=381230882","194.333036","192.168.1.9","192.168.1.1","TCP","70"
"2927","HTTP/1.1 100  ","194.335019","192.168.1.9","192.168.1.1","HTTP","87"
"2928","43591  >  8080 [ACK] Seq=179 Ack=18 Win=14720 Len=0 TSval=381230882 TSecr=1231827018","194.335022","192.168.1.1","192.168.1.9","TCP","66"
"2929","[TCP ACKed unseen segment] 8080  >  43591 [ACK] Seq=18 Ack=1627 Win=130112 Len=0 TSval=1231827018 TSecr=381230882","194.335371","192.168.1.9","192.168.1.1","TCP","70"
"2930","[TCP ACKed unseen segment] 8080  >  43591 [ACK] Seq=18 Ack=3075 Win=128640 Len=0 TSval=1231827018 TSecr=381230882","194.335374","192.168.1.9","192.168.1.1","TCP","70"
"2931","[TCP ACKed unseen segment] 8080  >  43591 [ACK] Seq=18 Ack=4523 Win=129600 Len=0 TSval=1231827018 TSecr=381230882","194.335375","192.168.1.9","192.168.1.1","TCP","70"
"2932","[TCP ACKed unseen segment] 8080  >  43591 [ACK] Seq=18 Ack=5971 Win=128128 Len=0 TSval=1231827018 TSecr=381230882","194.335376","192.168.1.9","192.168.1.1","TCP","70"
"2933","[TCP Window Update] 8080  >  43591 [ACK] Seq=18 Ack=5971 Win=131072 Len=0 TSval=1231827018 TSecr=381230882","194.335377","192.168.1.9","192.168.1.1","TCP","70"
"2934","[TCP ACKed unseen segment] 8080  >  43591 [ACK] Seq=18 Ack=7419 Win=129600 Len=0 TSval=1231827018 TSecr=381230882","194.335378","192.168.1.9","192.168.1.1","TCP","70"
"2935","[TCP ACKed unseen segment] 8080  >  43591 [ACK] Seq=18 Ack=8867 Win=128128 Len=0 TSval=1231827018 TSecr=381230882","194.335379","192.168.1.9","192.168.1.1","TCP","70"
"2936","POST /inform HTTP/1.1  (application/x-binary)","194.335383","192.168.1.1","192.168.1.9","HTTP","14774"
"2937","[TCP Window Update] 8080  >  43591 [ACK] Seq=18 Ack=8867 Win=131072 Len=0 TSval=1231827018 TSecr=381230882","194.335473","192.168.1.9","192.168.1.1","TCP","70"
"2938","8080  >  43591 [ACK] Seq=18 Ack=10315 Win=129600 Len=0 TSval=1231827018 TSecr=381230882","194.335475","192.168.1.9","192.168.1.1","TCP","70"
